grien	dziw	dziw_qhanshiev	dziwxev	sikrok_xaumra	thovqitmra	pryentyov	tyoshiek
0780C	砌			[17620]	U+780C		
07814	研			[11640]	U+7814		
07817	砗			[14650]	U+7817		
0781A	砚			[17612]	U+781A		
07821	砡			[11613]	U+7821		
0782E	砮			[47602]	U+782E		
07832	砲			[17612]	U+7832		
07837	砷			[15606]	U+7837		
0783A	砺			[11627]	U+783A		
0783F	砿			[10632]	U+783F		
07843	硃			[15690]	U+7843		
0784E	硎			[12600]	U+784E		
0784F	硏			[11640]	U+784F		
07850	硐			[17620]	U+7850		
07855	硕			[11682]	U+7855		
0785D	硝			[19627]	U+785D		
07868	硨			[15606]	U+7868		
0786A	硪			[13650]	U+786A		
0786F	硯			[16612]	U+786F		
07877	硷			[18619]	U+7877		
07887	碇			[13681]	U+7887		
0788D	碍			[16641]	U+788D		
07898	碘			[15681]	U+7898		
0789E	碞			[60602]	U+789E		
078A7	碧			[16602]	U+78A7		
078A9	碩			[11686]	U+78A9		
078AD	碭			[16627]	U+78AD		
078B1	碱			[13650]	U+78B1		
078C1	磁			[18632]	U+78C1		
078CB	磋			[18612]	U+78CB		
078D4	磔			[15694]	U+78D4		
078E0	磠			[11660]	U+78E0		
078EC	磬			[47602]	U+78EC		
078F2	磲			[11694]	U+78F2		
07910	礐			[77602]	U+7910		
07912	礒			[18653]	U+7912		
07920	礠			[18633]	U+7920		
07926	礦			[10686]	U+7926		
0792A	礪			[11627]	U+792A		
0792E	礮			[10648]	U+792E		
0793C	礼			[32210]	U+793C		
0793E	社			[34210]	U+793E		
07946	祆			[31284]	U+7946		
07949	祉			[31210]	U+7949		
0794F	祏			[31262]	U+794F		
07950	祐			[34260]	U+7950		
0795C	祜			[34260]	U+795C		
0795E	神			[35206]	U+795E		
0796B	祫			[38261]	U+796B		
0796F	祯			[31282]	U+796F		
07980	禀			[00901]	U+7980		
07981	禁			[44901]	U+7981		
0798E	禎			[31286]	U+798E		
0799A	禚			[38231]	U+799A		
079A6	禦			[27901]	U+79A6		
079AE	禮			[35218]	U+79AE		
079B4	禴			[38227]	U+79B4		
079B9	禹			[20227]	U+79B9		
079BC	禼			[21227]	U+79BC		
079BD	禽			[80227]	U+79BD		
079C6	秆			[21940]	U+79C6		
079C8	秈			[22970]	U+79C8		
079CA	秊			[20402]	U+79CA		
079CB	秋			[29980]	U+79CB		
079CC	秌			[92894]	U+79CC		
079CD	种			[25906]	U+79CD		
079D2	秒			[29920]	U+79D2		
079E4	秤			[21949]	U+79E4		
079E9	秩			[25980]	U+79E9		
079EB	秫			[23994]	U+79EB		
079EC	秬			[21917]	U+79EC		
079F0-N	称		⿰禾尓	[21992]	U+79F0	N	
079F0-T	称		⿰禾尔	[27992]	U+79F0	T	
079F8	秸			[24961]	U+79F8		
079FD	秽			[22927]	U+79FD		
07A02	稂			[23932]	U+7A02		
07A03	稃			[22947]	U+7A03		
07A08	稈			[26941]	U+7A08		
07A0B	程			[26914]	U+7A0B		
07A0C	稌			[28994]	U+7A0C		
07A0D	稍			[29927]	U+7A0D		
07A11	稑			[24914]	U+7A11		
07A14	稔			[28932]	U+7A14		
07A19-J	稙		⿰禾⿱十⿺𠃊目	[24916]	U+7A19	J	
07A19-T	稙		⿰禾⿱十⿴且一	[24912]	U+7A19	T	
07A1F	稟			[00904]	U+7A1F		
07A20	稠			[27920]	U+7A20		
07A23	稣			[22194]	U+7A23		
07A31	稱			[22947]	U+7A31		
07A45	穅			[20999]	U+7A45		
07A46	穆			[26922]	U+7A46		
07A4C	穌			[22394]	U+7A4C		
07A4E	穎			[21986]	U+7A4E		
07A51	穑			[24961]	U+7A51		
07A5F	穟			[28933]	U+7A5F		
07A61	穡			[24961]	U+7A61		
07A62	穢			[21953]	U+7A62		
07A68	穨			[25286]	U+7A68		
07A71	穱			[22946]	U+7A71		
07A76	究			[30417]	U+7A76		
07A77	穷			[30427]	U+7A77		
07A78	穸			[30207]	U+7A78		
07A79	穹			[30027]	U+7A79		
07A7A	空			[30102]	U+7A7A		
07A7D	穽			[30558]	U+7A7D		
07A7F	穿			[30241]	U+7A7F		
07A83	窃			[30727]	U+7A83		
07A91	窑			[30772]	U+7A91		
07A92	窒			[30104]	U+7A92		
07A94	窔			[30408]	U+7A94		
07A98	窘			[30607]	U+7A98		
07A9F	窟			[30272]	U+7A9F		
07AA5	窥			[10027]	U+7AA5		
07AA6	窦			[30804]	U+7AA6		
07AA8	窨			[30601]	U+7AA8		
07AAE	窮			[30227]	U+7AAE		
07AAF	窯			[30331]	U+7AAF		
07ABA	窺			[30812]	U+7ABA		
07ABD	窽			[30882]	U+7ABD		
07ABE	窾			[30982]	U+7ABE		
07AC7	竇			[30806]	U+7AC7		
07ACA	竊			[30927]	U+7ACA		
07ACB	立			[00108]	U+7ACB		
07AD8	竘			[07120]	U+7AD8		
07ADD	竝			[00118]	U+7ADD		
07AE3	竣			[03147]	U+7AE3		
07AEB-J	竫		⿰立爭	[02157]	U+7AEB	J	
07AEB-T	竫		⿰立争	[07157]	U+7AEB	T	
07AF9	竹			[88220]	U+7AF9		
07AFA	竺			[88101]	U+7AFA		
07AFF	竿			[88401]	U+7AFF		
07B03	笃			[88127]	U+7B03		
07B04	笄			[88441]	U+7B04		
07B08	笈			[88247]	U+7B08		
07B0B	笋			[88507]	U+7B0B		
07B0F	笏			[88227]	U+7B0F		
07B11	笑			[88804]	U+7B11		
07B14	笔			[88714]	U+7B14		
07B15	笕			[88212]	U+7B15		
07B19	笙			[88105]	U+7B19		
07B1B	笛			[88605]	U+7B1B		
07B20	笠			[88108]	U+7B20		
07B28	笨			[88234]	U+7B28		
07B2A	笪			[88106]	U+7B2A		
07B2F	笯			[88447]	U+7B2F		
07B31	笱			[88627]	U+7B31		
07B39	笹			[88717]	U+7B39		
07B3E	笾			[88302]	U+7B3E		
07B45	筅			[88212]	U+7B45		
07B46	筆			[88507]	U+7B46		
07B47	筇			[88127]	U+7B47		
07B49	等			[88341]	U+7B49		
07B4C	筌			[88104]	U+7B4C		
07B50	筐			[88711]	U+7B50		
07B51	筑			[88117]	U+7B51		
07B52	筒			[88227]	U+7B52		
07B53	筓			[88441]	U+7B53		
07B54	答			[88601]	U+7B54		
07B5A	筚			[88401]	U+7B5A		
07B5D	筝			[88507]	U+7B5D		
07B64	筤			[88732]	U+7B64		
07B65-J	筥		⿱竹呂	[88602]	U+7B65	J	
07B65-T	筥		⿱竹吕	[88606]	U+7B65	T	
07B67	筧			[88212]	U+7B67		
07B69	筩			[88227]	U+7B69		
07B6E	筮			[88108]	U+7B6E		
07B72	筲			[88227]	U+7B72		
07B7C	筼			[88802]	U+7B7C		
07B7E	签			[88109]	U+7B7E		
07B80	简			[88227]	U+7B80		
07B85	箅			[88221]	U+7B85		
07B87	箇			[88603]	U+7B87		
07B8F	箏			[88507]	U+7B8F		
07B92	箒			[88227]	U+7B92		
07B94	箔			[88162]	U+7B94		
07B96	箖			[88994]	U+7B96		
07B9A	箚			[88623]	U+7B9A		
07B9C	箜			[88102]	U+7B9C		
07BB1	箱			[88963]	U+7BB1		
07BB2	箲			[88112]	U+7BB2		
07BB8	箸			[88604]	U+7BB8		
07BC1	篁			[88104]	U+7BC1		
07BC9	築			[88904]	U+7BC9		
07BD1	篑			[88802]	U+7BD1		
07BD4	篔			[88806]	U+7BD4		
07BE4	篤			[88327]	U+7BE4		
07BE5	篥			[88904]	U+7BE5		
07BE8	篨			[88294]	U+7BE8		
07BEE	篮			[88102]	U+7BEE		
07BF3	篳			[88504]	U+7BF3		
07C09	簉			[88306]	U+7C09		
07C0F	簏			[88212]	U+7C0F		
07C21	簡			[88227]	U+7C21		
07C23	簣			[88806]	U+7C23		
07C27	簧			[88806]	U+7C27		
07C33	簳			[88441]	U+7C33		
07C3D	簽			[88886]	U+7C3D		
07C41	籁			[88982]	U+7C41		
07C43	籃			[88102]	U+7C43		
07C4A	籊			[88215]	U+7C4A		
07C50	籐			[88299]	U+7C50		
07C5E	籞			[88901]	U+7C5E		
07C5F	籟			[88986]	U+7C5F		
07C65	籥			[88227]	U+7C65		
07C69	籩			[88302]	U+7C69		
07C72	籲			[88286]	U+7C72		
07C73	米			[90904]	U+7C73		
07C74	籴			[80904]	U+7C74		
07C7C	籼			[92970]	U+7C7C		
07C81	粁			[92940]	U+7C81		
07C82	粂			[27904]	U+7C82		
07C8D	粍			[92915, 92914]	U+7C8D		
07C92	粒			[90918]	U+7C92		
07C94	粔			[91917]	U+7C94		
07C95	粕			[96902]	U+7C95		
07C9C	粜			[22904]	U+7C9C		
07C9D	粝			[91927]	U+7C9D		
07CA7	粧			[90914]	U+7CA7		
07CAA	粪			[90801]	U+7CAA		
07CAE	粮			[93932]	U+7CAE		
07CB1	粱			[33904]	U+7CB1		
07CBE	精			[95927]	U+7CBE		
07CC0	糀			[94914]	U+7CC0		
07CCA	糊			[97920]	U+7CCA		
07CCE	糎			[91915]	U+7CCE		
07CD5	糕			[98931]	U+7CD5		
07CD6	糖			[90965]	U+7CD6		
07CD9	糙			[94936]	U+7CD9		
07CDA	糚			[94914]	U+7CDA		
07CDE	糞			[90801]	U+7CDE		
07CE0	糠			[90999]	U+7CE0		
07CE7	糧			[96915]	U+7CE7		
07CF2	糲			[91927]	U+7CF2		
07CF4	糴			[87915]	U+7CF4		
07CF6	糶			[27915]	U+7CF6		
07CF8	糸			[22903]	U+7CF8		
07CFA	糺			[22910]	U+7CFA		
07CFB	系			[20903]	U+7CFB		
07CFE	糾			[22900]	U+7CFE		
07D00	紀			[27917]	U+7D00		
07D02	紂			[24900]	U+7D02		
07D03	紃			[22900]	U+7D03		
07D05	紅			[21912]	U+7D05		
07D07	紇			[28917]	U+7D07		
07D0A	紊			[00903]	U+7D0A		
07D0B	紋			[20940]	U+7D0B		
07D0D	納			[24927]	U+7D0D		
07D13	紓			[27922]	U+7D13		
07D15	紕			[22910]	U+7D15		
07D1A	級			[27947]	U+7D1A		
07D1C	紜			[21932]	U+7D1C		
07D27	紧			[27903]	U+7D27		
07D29	紩			[25980]	U+7D29		
07D2C	紬			[25960]	U+7D2C		
07D2E	紮			[42903]	U+7D2E		
07D32	紲			[24917]	U+7D32		
07D33	紳			[25906]	U+7D33		
07D40	絀			[22972]	U+7D40		
07D42	終			[27933]	U+7D42		
07D43	絃			[20932]	U+7D43		
07D46	絆			[29950]	U+7D46		
07D47	絇			[27920]	U+7D47		
07D48	絈			[26902]	U+7D48		
07D4E	絎			[21921]	U+7D4E		
07D4F	絏			[25906]	U+7D4F		
07D50	結			[24961]	U+7D50		
07D54	絔			[21962]	U+7D54		
07D55	絕			[27917]	U+7D55		
07D5E	絞			[20948]	U+7D5E		
07D61	絡			[27964]	U+7D61		
07D66	給			[28961]	U+7D66		
07D67	絧			[27920]	U+7D67		
07D6E	絮			[46903]	U+7D6E		
07D70	絰			[21914]	U+7D70		
07D71	統			[20912]	U+7D71		
07D72	絲			[22993]	U+7D72		
07D76	絶			[27917]	U+7D76		
07D7F	絿			[23999]	U+7D7F		
07D83	綃			[29927]	U+7D83		
07D9A	続			[24912]	U+7D9A		
07D9D	綝			[24990]	U+7D9D		
07DA2	綢			[27920]	U+7DA2		
07DAA	綪			[25927]	U+7DAA		
07DAC	綬			[22947]	U+7DAC		
07DAF	綯			[27920]	U+7DAF		
07DB1	綱			[27920]	U+7DB1		
07DB2	網			[27920]	U+7DB2		
07DB9	綹			[23964]	U+7DB9		
07DBB	綻			[23981]	U+7DBB		
07DC4	緄			[26912]	U+7DC4		
07DCA	緊			[77903]	U+7DCA		
07DD2	緒			[24960]	U+7DD2		
07DD6	緖			[24960]	U+7DD6		
07DD7	緗			[26900]	U+7DD7		
07DE4	緤			[24994]	U+7DE4		
07DE5	緥			[26994]	U+7DE5		
07DEC	緬			[21962]	U+7DEC		
07DFB	緻			[28940]	U+7DFB		
07DFE	緾			[21915]	U+7DFE		
07E22	縢			[79293]	U+7E22		
07E2E	縮			[23962]	U+7E2E		
07E34	縴			[20953]	U+7E34		
07E3A	縺			[25930]	U+7E3A		
07E48	繈			[23936]	U+7E48		
07E56	繖			[28940]	U+7E56		
07E62	繢			[25986]	U+7E62		
07E66	繦			[26936]	U+7E66		
07E6D	繭			[44227]	U+7E6D		
07E6E	繮			[21916]	U+7E6E		
07E86	纆			[26914]	U+7E86		
07E88	纈			[21986]	U+7E88		
07E8A	纊			[20986]	U+7E8A		
07E8C	續			[24986]	U+7E8C		
07E8F	纏			[20914]	U+7E8F		
07E9C	纜			[28912]	U+7E9C		
07EA0	纠			[22100]	U+7EA0		
07EA2	红			[21112]	U+7EA2		
07EA3	纣			[24100]	U+7EA3		
07EA4	纤			[22140]	U+7EA4		
07EA5	纥			[28117]	U+7EA5		
07EA7	级			[27147]	U+7EA7		
07EA9	纩			[20100]	U+7EA9		
07EAA	纪			[27117]	U+7EAA		
07EAD	纭			[21132]	U+7EAD		
07EB0	纰			[22110]	U+7EB0		
07EB2	纲			[27120]	U+7EB2		
07EB3	纳			[24127]	U+7EB3		
07EB9	纹			[20140]	U+7EB9		
07EBE	纾			[27122]	U+7EBE		
07EC1	绁			[24117]	U+7EC1		
07EC5	绅			[25106]	U+7EC5		
07EC8	终			[27133]	U+7EC8		
07ECA	绊			[28150]	U+7ECA		
07ECC	绌			[22172]	U+7ECC		
07ED3	结			[24161]	U+7ED3		
07ED6	绖			[21114]	U+7ED6		
07ED7	绗			[21121]	U+7ED7		
07ED9	给			[28161]	U+7ED9		
07EDC	络			[27164]	U+7EDC		
07EDD	绝			[27117]	U+7EDD		
07EDE	绞			[20148]	U+7EDE		
07EDF	统			[20112]	U+7EDF		
07EE1	绡			[29127]	U+7EE1		
07EEA	绪			[24160]	U+7EEA		
07EED	续			[24184]	U+7EED		
07EF2	绲			[26112]	U+7EF2		
07EF6	绶			[22147]	U+7EF6		
07EF8	绸			[27120]	U+7EF8		
07EF9	绹			[27120]	U+7EF9		
07EFA	绺			[23164]	U+7EFA		
07EFD	绽			[23181]	U+7EFD		
07F03	缃			[26100]	U+7F03		
07F05	缅			[21162]	U+7F05		
07F06	缆			[28112]	U+7F06		
07F20	缠			[20115]	U+7F20		
07F29	缩			[23162]	U+7F29		
07F2C	缬			[21182]	U+7F2C		
07F30	缰			[21116]	U+7F30		
07F36	缶			[80772]	U+7F36		
07F38	缸			[81712]	U+7F38		
07F3D	缽			[85730]	U+7F3D		
07F3F	缿			[82761]	U+7F3F		
07F44	罄			[47772]	U+7F44		
07F47	罇			[88746]	U+7F47		
07F4B	罋			[00772]	U+7F4B		
07F4E	罎			[86732]	U+7F4E		
07F51	网			[77220]	U+7F51		
07F54	罔			[77220]	U+7F54		
07F55	罕			[37401]	U+7F55		
07F5F	罟			[60604]	U+7F5F		
07F6E-N	置		⿱罒⿱十⿺𠃊目	[60716]	U+7F6E	N	
07F6E-T	置		⿱罒⿱十⿴且一	[60102]	U+7F6E	T	
07F71	罱			[60227]	U+7F71		
07F72	署			[60604]	U+7F72		
07F7B	罻			[60240]	U+7F7B		
07F7D	罽			[60221]	U+7F7D		
07F8B	羋			[11502]	U+7F8B		
07F91	羑			[80807]	U+7F91		
07F94	羔			[80331]	U+7F94		
07F96	羖			[87547]	U+7F96		
07F9E	羞			[80102]	U+7F9E		
07FA3	羣			[17501]	U+7FA3		
07FA4	群			[18651]	U+7FA4		
07FA9	義			[80553]	U+7FA9		
07FB2	羲			[80253]	U+7FB2		
07FB6	羶			[80516]	U+7FB6		
07FB9	羹			[80804]	U+7FB9		
07FBF	羿			[17442]	U+7FBF		
07FCA	翊			[07120]	U+7FCA		
07FCC	翌			[17108]	U+7FCC		
07FD5	翕			[80127]	U+7FD5		
07FD9	翙			[27220]	U+7FD9		
07FDF	翟			[17215]	U+7FDF		
07FE5	翥			[44127]	U+7FE5		
07FF1	翱			[27420]	U+7FF1		
07FF6	翶			[27420]	U+7FF6		
07FFA	翺			[27420]	U+7FFA		
07FFD	翽			[27220]	U+7FFD		
08000	耀			[97215]	U+8000		
08005	者			[44600]	U+8005		
08007	耇			[44627]	U+8007		
08008	耈			[44627]	U+8008		
0800A	耊			[44104]	U+800A		
0800B	耋			[44104]	U+800B		
08014	耔			[57947]	U+8014		
08015	耕			[55900]	U+8015		
08018	耘			[51932]	U+8018		
08030	耰			[51947]	U+8030		
08033	耳			[10400]	U+8033		
0803B	耻			[11410]	U+803B		
0803F	耿			[19480]	U+803F		
08054	联			[18484]	U+8054		
08058	聘			[15427]	U+8058		
0805E	聞			[77401]	U+805E		
08069	聩			[15482]	U+8069		
0806E	聮			[12493]	U+806E		
0806F	聯			[12472]	U+806F		
08071	聱			[48401, 58401]	U+8071		
08072	聲			[47401]	U+8072		
08075	聵			[15486]	U+8075		
0807F	聿			[50007]	U+807F		
08084	肄			[25807]	U+8084		
08086	肆			[75707]	U+8086		
08089	肉			[40227]	U+8089		
0808B	肋			[74227]	U+808B		
08093	肓			[00227]	U+8093		
08096	肖			[90227]	U+8096		
08098	肘			[74200]	U+8098		
0809A	肚			[74210]	U+809A		
0809B	肛			[71212]	U+809B		
0809C	肜			[72222]	U+809C		
0809D	肝			[71240]	U+809D		
080A0	肠			[77227]	U+80A0		
080A1	股			[77247]	U+80A1		
080A5	肥			[77217]	U+80A5		
080A9	肩			[30227]	U+80A9		
080AC	肬			[73212]	U+80AC		
080AD	肭			[74227]	U+80AD		
080BE	肾			[27227]	U+80BE		
080C0	胀			[72234]	U+80C0		
080C3	胃			[60227]	U+80C3		
080C4	胄			[50227]	U+80C4		
080C6	胆			[76210]	U+80C6		
080CA	胊			[77220]	U+80CA		
080D6	胖			[79250]	U+80D6		
080DC	胜			[75210]	U+80DC		
080DE	胞			[77212]	U+80DE		
080E1	胡			[47620]	U+80E1		
080E4	胤			[22010]	U+80E4		
080F1	胱			[79212]	U+80F1		
080F3	胳			[77264]	U+80F3		
080F4	胴			[77220]	U+80F4		
080F6	胶			[70248]	U+80F6		
080F7	胷			[27227]	U+80F7		
080F8	胸			[77220]	U+80F8		
08103	脃			[77217]	U+8103		
08106	脆			[77212]	U+8106		
0810F	脏			[70214]	U+810F		
0811D	脝			[70227]	U+811D		
08127	脧			[73247]	U+8127		
0812C	脬			[72247]	U+812C		
08138	脸			[78219]	U+8138		
08139	脹			[71232]	U+8139		
08146	腆			[75281]	U+8146		
0814A	腊			[74261]	U+814A		
0814B	腋			[70247]	U+814B		
0814E	腎			[77227]	U+814E		
08154	腔			[73212]	U+8154		
08165	腥			[76215]	U+8165		
08169	腩			[74227]	U+8169		
08174	腴			[77287]	U+8174		
08178	腸			[76227]	U+8178		
0817B	腻			[73240]	U+817B		
0817E	腾			[79227]	U+817E		
0817F	腿			[77233]	U+817F		
08182	膂			[08227]	U+8182		
0818B	膋			[99227]	U+818B		
081A9	膩			[73240]	U+81A9		
081BB	膻			[70216]	U+81BB		
081C6	臆			[70236]	U+81C6		
081C8	臈			[74227]	U+81C8		
081C9	臉			[78286]	U+81C9		
081D3	臓			[74253]	U+81D3		
081D8	臘			[72212]	U+81D8		
081DF	臟			[74253]	U+81DF		
081E1	臡			[40227]	U+81E1		
081E3	臣			[71712]	U+81E3		
081E4	臤			[77740]	U+81E4		
081E7	臧			[23250]	U+81E7		
081E8	臨			[78766]	U+81E8		
081EF	臯			[26409]	U+81EF		
081F1	臱			[26227]	U+81F1		
081F3	至			[10104]	U+81F3		
081F4	致			[18140]	U+81F4		
081FA	臺			[40104]	U+81FA		
081FC	臼			[77770]	U+81FC		
081FE	臾			[77807]	U+81FE		
08205	舅			[77427]	U+8205		
0820A	舊			[11777, 44777]	U+820A		
0820D	舍			[80604]	U+820D		
0820E	舎			[80601]	U+820E		
08212	舒			[87622]	U+8212		
0821B	舛			[25200]	U+821B		
0821C	舜			[20252]	U+821C		
0821F	舟			[27440]	U+821F		
08221	舡			[21412]	U+8221		
08223	舣			[24403]	U+8223		
08230	舰			[27412]	U+8230		
08233	舳			[25460]	U+8233		
08236	舶			[26402]	U+8236		
08237	舷			[20432]	U+8237		
08245	艅			[28494]	U+8245		
0824E	艎			[26414]	U+824E		
08264	艤			[28453]	U+8264		
08266	艦			[28412]	U+8266		
0826A	艪			[27463]	U+826A		
0826F	良			[30732]	U+826F		
08272	色			[27717]	U+8272		
08278	艸			[22447]	U+8278		
0827A	艺			[44717]	U+827A		
0827D	艽			[44417]	U+827D		
08288	芈			[11500]	U+8288		
0828A	芊			[44402]	U+828A		
0828E	芎			[44027]	U+828E		
08291	芑			[44717]	U+8291		
08292	芒			[44710]	U+8292		
08294	芔			[22447]	U+8294		
0829D	芝			[44302]	U+829D		
0829F	芟			[44407]	U+829F		
082A1	芡			[44802]	U+82A1		
082A5	芥			[44228]	U+82A5		
082A7	芧			[44202]	U+82A7		
082A8	芨			[44247]	U+82A8		
082A9	芩			[44207]	U+82A9		
082AE	芮			[44227]	U+82AE		
082B1	花			[44214]	U+82B1		
082B4	芴			[44227]	U+82B4		
082B7	芷			[44101]	U+82B7		
082B8	芸			[44732]	U+82B8		
082C8	苈			[44227]	U+82C8		
082CB	苋			[44212]	U+82CB		
082CC	苌			[44734]	U+82CC		
082CF	苏			[44330]	U+82CF		
082D9	苙			[44108]	U+82D9		
082DC	苜			[44600]	U+82DC		
082DE	苞			[44712]	U+82DE		
082DF	苟			[44627]	U+82DF		
082E3	苣			[44717]	U+82E3		
082E6	苦			[44604]	U+82E6		
082EF	苯			[44234]	U+82EF		
08301	茁			[44772]	U+8301		
08317	茗			[44602]	U+8317		
08322	茢			[44220]	U+8322		
08327	茧			[44136]	U+8327		
0832B	茫			[44110]	U+832B		
0832D	茭			[44408]	U+832D		
0832F	茯			[44284]	U+832F		
08331	茱			[44905]	U+8331		
08332	茲			[44732]	U+8332		
08333	茳			[44112]	U+8333		
08334	茴			[44600]	U+8334		
08336	茶			[44904]	U+8336		
08338	茸			[44401]	U+8338		
08339	茹			[44460]	U+8339		
0833A	茺			[44212]	U+833A		
08343	荃			[44104]	U+8343		
08345	荅			[44601]	U+8345		
08346	荆			[42400]	U+8346		
08347	荇			[44221]	U+8347		
08348	荈			[44250]	U+8348		
08349	草			[44406]	U+8349		
0834A	荊			[44420]	U+834A		
0834D	荍			[44748]	U+834D		
08350	荐			[44247]	U+8350		
08352	荒			[44212]	U+8352		
08358	荘			[44114]	U+8358		
0835C	荜			[44401]	U+835C		
0835E	荞			[44228]	U+835E		
08361	荡			[44127]	U+8361		
08366	荦			[44502]	U+8366		
0836B	荫			[44227]	U+836B		
0837B	荻			[44289]	U+837B		
0837C	荼			[44904]	U+837C		
0837E	荾			[44407]	U+837E		
08385	莅			[44218]	U+8385		
0838A	莊			[44214]	U+838A		
0838D	莍			[44909]	U+838D		
08392-J	莒		⿱艹呂	[44602]	U+8392	J	
08392-T	莒		⿱艹吕	[44606]	U+8392	T	
08395	莕			[44609]	U+8395		
08399	莙			[44607]	U+8399		
083A7	莧			[44212]	U+83A7		
083A8	莨			[44732]	U+83A8		
083AA	莪			[44553]	U+83AA		
083B1	莱			[44905]	U+83B1		
083B2	莲			[44305]	U+83B2		
083B3	莳			[44640]	U+83B3		
083B6	莶			[44109]	U+83B6		
083C1	菁			[44227]	U+83C1		
083DF	菟			[44413]	U+83DF		
083EF	華			[44504]	U+83EF		
083FE	菾			[44338]	U+83FE		
08404	萄			[44727]	U+8404		
08407	萇			[44732]	U+8407		
0840A	萊			[44908]	U+840A		
08429	萩			[44989]	U+8429		
0842C	萬			[44227]	U+842C		
08438	萸			[44807]	U+8438		
0843D	落			[44164]	U+843D		
08446	葆			[44294]	U+8446		
08449	葉			[44904]	U+8449		
0844E	葎			[44257]	U+844E		
08457	著			[44604]	U+8457		
08459	葙			[44960]	U+8459		
0846B	葫			[44627]	U+846B		
0846C	葬			[44441]	U+846C		
08470	葰			[44247]	U+8470		
08473	葳			[44253]	U+8473		
08476	葶			[44201]	U+8476		
08489	蒉			[44802]	U+8489		
0848B	蒋			[44142]	U+848B		
08494	蒔			[44641]	U+8494		
08497	蒗			[44132]	U+8497		
0849E	蒞			[44118]	U+849E		
0849F	蒟			[44127]	U+849F		
084A8	蒨			[44227]	U+84A8		
084AF	蒯			[42200]	U+84AF		
084C6	蓆			[44227]	U+84C6		
084CF	蓏			[44232]	U+84CF		
084DD	蓝			[44102]	U+84DD		
084E3	蓣			[44282]	U+84E3		
084EE	蓮			[44305]	U+84EE		
084FA	蓺			[44117]	U+84FA		
084FD	蓽			[44504]	U+84FD		
084FF	蓿			[44262]	U+84FF		
08517	蔗			[44237]	U+8517		
0851A	蔚			[44240]	U+851A		
08523	蔣			[44242]	U+8523		
0852D	蔭			[44232]	U+852D		
08532	蔲			[44214]	U+8532		
08535	蔵			[44253]	U+8535		
08537	蔷			[44601]	U+8537		
08539	蔹			[44148]	U+8539		
0853A	蔺			[44227]	U+853A		
0853B	蔻			[44214]	U+853B		
0854E	蕎			[44227]	U+854E		
08551	蕑			[44227]	U+8551		
08553	蕓			[44732]	U+8553		
08556	蕖			[44904]	U+8556		
08557	蕗			[44164]	U+8557		
08562	蕢			[44806]	U+8562		
08563	蕣			[44252]	U+8563		
08568	蕨			[44282]	U+8568		
08569	蕩			[44127]	U+8569		
08573	蕳			[44227]	U+8573		
08577	蕷			[44286]	U+8577		
0857B	蕻			[44781]	U+857B		
08585	薅			[44443]	U+8585		
0858F	薏			[44336]	U+858F		
08591	薑			[44106]	U+8591		
08594	薔			[44601]	U+8594		
08597	薗			[44600]	U+8597		
0859F	薟			[44886]	U+859F		
085AF	薯			[44604]	U+85AF		
085B3	薳			[44303]	U+85B3		
085B6	薶			[44215]	U+85B6		
085B9	薹			[44104]	U+85B9		
085CD	藍			[44102]	U+85CD		
085CF	藏			[44253]	U+85CF		
085DA	藚			[44806]	U+85DA		
085DD	藝			[44732]	U+85DD		
085E4	藤			[44299]	U+85E4		
085ED	藭			[44227]	U+85ED		
085F6	藶			[44211]	U+85F6		
085F7	藷			[44664]	U+85F7		
085FA	藺			[44227]	U+85FA		
08605	蘅			[44221]	U+8605		
08607	蘇			[44394]	U+8607		
0860C	蘌			[44901]	U+860C		
0861E	蘞			[44848]	U+861E		
08624	蘤			[44627]	U+8624		
08653	虓			[41017]	U+8653		
08654	虔			[21240]	U+8654		
0865E	虞			[21284]	U+865E		
0865F	號			[61217]	U+865F		
0866B	虫			[50136]	U+866B		
0866C	虬			[52110]	U+866C		
0866F	虯			[52100]	U+866F		
08679	虹			[51112]	U+8679		
0867B	虻			[50110]	U+867B		
0867F	虿			[10136]	U+867F		
08681	蚁			[54103]	U+8681		
0868A	蚊			[50140]	U+868A		
0868B	蚋			[54127]	U+868B		
08695	蚕			[10136]	U+8695		
08698	蚘			[53112]	U+8698		
0869B	蚛			[55106]	U+869B		
086A9	蚩			[22136]	U+86A9		
086AA	蚪			[54100]	U+86AA		
086AC	蚬			[57112]	U+86AC		
086AF	蚯			[52112]	U+86AF		
086B0	蚰			[55160]	U+86B0		
086BF	蚿			[50132]	U+86BF		
086C4	蛄			[54160]	U+86C4		
086CA	蛊			[50102]	U+86CA		
086CE	蛎			[51127]	U+86CE		
086D4	蛔			[56100]	U+86D4		
086D5	蛕			[54127]	U+86D5		
086DB	蛛			[55190]	U+86DB		
086DF	蛟			[50148]	U+86DF		
086E3	蛣			[54161]	U+86E3		
086E4	蛤			[58161]	U+86E4		
086E9	蛩			[17136]	U+86E9		
086ED	蛭			[51114]	U+86ED		
086F8	蛸			[59127]	U+86F8		
086F9	蛹			[57127]	U+86F9		
086FE	蛾			[53150]	U+86FE		
08706	蜆			[56112]	U+8706		
08708	蜈			[56184]	U+8708		
08709	蜉			[52147]	U+8709		
0870B	蜋			[53132]	U+870B		
0870D	蜍			[58194]	U+870D		
08716	蜖			[56100]	U+8716		
