grien	dziw	dziw_qhanshiev	dziwxev	sikrok_xaumra	thovqitmra	pryentyov	tyoshiek
095FB	闻			[37401]	U+95FB		
095FD	闽			[37136]	U+95FD		
095FE	闾			[37606]	U+95FE		
09601	阁			[37604]	U+9601		
09603	阃			[37601]	U+9603		
09604	阄			[37716]	U+9604		
09606	阆			[37732]	U+9606		
09607	阇			[37604]	U+9607		
09619	阙			[37482]	U+9619		
0961C	阜			[27407]	U+961C		
0961E	阞			[74227]	U+961E		
0961F	队			[78200]	U+961F		
09621	阡			[72240]	U+9621		
09627	阧			[74200]	U+9627		
09629	阩			[74200]	U+9629		
0962F	阯			[71210]	U+962F		
09631	阱			[75200]	U+9631		
09633	阳			[76200]	U+9633		
09634	阴			[77220]	U+9634		
09646	陆			[75272]	U+9646		
0964B	陋			[71212]	U+964B		
0964C	陌			[71262]	U+964C		
09657	陗			[79227]	U+9657		
0965E	陞			[74214]	U+965E		
0965F	陟			[71221]	U+965F		
09661	陡			[74281]	U+9661		
09664	除			[78294]	U+9664		
09668	陨			[76282]	U+9668		
09669	险			[78219]	U+9669		
09670	陰			[78232]	U+9670		
09676	陶			[77220]	U+9676		
09678	陸			[74214]	U+9678		
0967A	険			[78286]	U+967A		
0967D	陽			[76227]	U+967D		
09682	隂			[78232]	U+9682		
0968A	隊			[78232]	U+968A		
0968D	隍			[76214]	U+968D		
09695	隕			[76286]	U+9695		
09699	隙			[79296]	U+9699		
096A4	隤			[75286]	U+96A4		
096A7	隧			[78233]	U+96A7		
096AA	險			[78286]	U+96AA		
096B2	隲			[79227]	U+96B2		
096B6	隶			[50909]	U+96B6		
096B7	隷			[45999]	U+96B7		
096B8	隸			[45999]	U+96B8		
096BE	难			[70415]	U+96BE		
096C0	雀			[90215]	U+96C0		
096C7	雇			[30215]	U+96C7		
096CA	雊			[20615]	U+96CA		
096CD	雍			[00215]	U+96CD		
096D2	雒			[20615]	U+96D2		
096D4	雔			[20215]	U+96D4		
096D5	雕			[70215]	U+96D5		
096DD	雝			[20715]	U+96DD		
096E0	雠			[20215]	U+96E0		
096E3	難			[40815]	U+96E3		
096E8	雨			[10227]	U+96E8		
096EB	雫			[10231]	U+96EB		
096EF	雯			[10400]	U+96EF		
096F2	雲			[10732]	U+96F2		
096F3	雳			[10227]	U+96F3		
096F9	雹			[10712]	U+96F9		
096FB	電			[10716]	U+96FB		
09702	霂			[10194]	U+9702		
09704	霄			[10227]	U+9704		
09716	霖			[10994]	U+9716		
0971C	霜			[10961]	U+971C		
09723	霣			[10806]	U+9723		
09730	霰			[10248]	U+9730		
09732	露			[10164]	U+9732		
0973E	霾			[10215]	U+973E		
09742	靂			[10211]	U+9742		
09751	靑			[50227]	U+9751		
09752	青			[50227]	U+9752		
09753	靓			[57212]	U+9753		
09756	靖			[05127]	U+9756		
09759	静			[57257]	U+9759		
0975A	靚			[56212]	U+975A		
0975C	靜			[52257]	U+975C		
09762	面			[10602]	U+9762		
09766	靦			[16612]	U+9766		
09767	靧			[15686]	U+9767		
09769	革			[44506]	U+9769		
09774	靴			[44510]	U+9774		
09778	靸			[47547]	U+9778		
0977C	靼			[46510]	U+977C		
0977D	靽			[49550]	U+977D		
09784	鞄			[47512]	U+9784		
09788	鞈			[48561]	U+9788		
0978F	鞏			[17506]	U+978F		
09798	鞘			[49527]	U+9798		
0979A	鞚			[43512]	U+979A		
097A6	鞦			[49580]	U+97A6		
097B3	鞳			[44561]	U+97B3		
097BE	鞾			[44554]	U+97BE		
097C1	韁			[41516]	U+97C1		
097D4	韔			[41532]	U+97D4		
097D8	韘			[44594]	U+97D8		
097E0	韠			[46554]	U+97E0		
097F3	音			[00601]	U+97F3		
097F5	韵			[07620]	U+97F5		
097FB	韻			[06686]	U+97FB		
097FD	韽			[80661]	U+97FD		
09801	頁			[10806]	U+9801		
09802	頂			[11286]	U+9802		
09803	頃			[21786]	U+9803		
09805	項			[11186]	U+9805		
09806	順			[21086]	U+9806		
09807	頇			[11486]	U+9807		
09808	須			[21286]	U+9808		
0980A	頊			[11186]	U+980A		
09810	預			[11286]	U+9810		
09816	頖			[91586]	U+9816		
0981C	頜			[81686]	U+981C		
0981F	頟			[21686]	U+981F		
09821	頡			[41686]	U+9821		
0982E	頮			[11486]	U+982E		
09834	頴			[21986]	U+9834		
09835	頵			[11686]	U+9835		
09837	頷			[81686]	U+9837		
09839	頹			[21286]	U+9839		
0983C	頼			[31186]	U+983C		
0983D	頽			[21286]	U+983D		
0984D	額			[31686]	U+984D		
09855	顕			[61186]	U+9855		
09858	願			[71286]	U+9858		
09867	顧			[31286]	U+9867		
0986B	顫			[01186]	U+986B		
0986F	顯			[61386]	U+986F		
09875	页			[10802]	U+9875		
09876	顶			[11282]	U+9876		
09877	顷			[21782]	U+9877		
09878	顸			[11482]	U+9878		
09879	项			[11182]	U+9879		
0987A	顺			[21082]	U+987A		
0987B	须			[21282]	U+987B		
0987C	顼			[11182]	U+987C		
0987E	顾			[71282]	U+987E		
09884	预			[11282]	U+9884		
09889	颉			[41682]	U+9889		
0988C	颌			[81682]	U+988C		
0988D	颍			[21982]	U+988D		
0988E	颎			[21882]	U+988E		
09893	颓			[21282]	U+9893		
09894	颔			[81682]	U+9894		
09896	颖			[21982]	U+9896		
0989D	额			[31682]	U+989D		
098A4	颤			[01182]	U+98A4		
098AE	颮			[77211]	U+98AE		
098AF	颯			[07110]	U+98AF		
098BA	颺			[76212]	U+98BA		
098CF	飏			[77212]	U+98CF		
098D1	飑			[77211]	U+98D1		
098D2	飒			[07110]	U+98D2		
098E3	飣			[81720]	U+98E3		
098F2	飲			[87782]	U+98F2		
098FD	飽			[87712]	U+98FD		
09909	餉			[87720]	U+9909		
0990C	餌			[81740]	U+990C		
09913	餓			[83750]	U+9913		
09915	餕			[83747]	U+9915		
09918	餘			[88794]	U+9918		
0991B	餛			[86712]	U+991B		
0992C	餬			[87720]	U+992C		
09933	餳			[86727]	U+9933		
09939	餹			[80765]	U+9939		
0993B	餻			[88731]	U+993B		
0993C	餼			[88717]	U+993C		
09946	饆			[86754]	U+9946		
0994A	饊			[88740]	U+994A		
0994B	饋			[85786]	U+994B		
09954	饔			[00732]	U+9954		
09955	饕			[61732]	U+9955		
09958	饘			[80716]	U+9958		
09964	饤			[21720]	U+9964		
09967	饧			[27727]	U+9967		
09969	饩			[28717]	U+9969		
0996E	饮			[27782]	U+996E		
09971	饱			[27712]	U+9971		
09975	饵			[21740]	U+9975		
09977	饷			[27720]	U+9977		
0997F	饿			[23750]	U+997F		
09984	馄			[26712]	U+9984		
09988	馈			[25782]	U+9988		
09993	馓			[28740]	U+9993		
09996	首			[80602]	U+9996		
09997	馗			[48016]	U+9997		
09999	香			[20609]	U+9999		
099A8	馨			[47609]	U+99A8		
099AD	馭			[77340]	U+99AD		
099B1	馱			[74380]	U+99B1		
099B4	馴			[72300]	U+99B4		
099B9	馹			[76300]	U+99B9		
099C1	駁			[74340]	U+99C1		
099C4	駄			[74330]	U+99C4		
099D1	駑			[47327]	U+99D1		
099D2	駒			[77320]	U+99D2		
099DF	駟			[76300]	U+99DF		
099EA	駪			[74312]	U+99EA		
099EE	駮			[70348]	U+99EE		
099F1	駱			[77364]	U+99F1		
099FC	駼			[78394]	U+99FC		
099FF	駿			[73347]	U+99FF		
09A00	騀			[73350]	U+9A00		
09A01	騁			[75327]	U+9A01		
09A0A	騊			[77320]	U+9A0A		
09A0B	騋			[74398]	U+9A0B		
09A13	験			[78386]	U+9A13		
09A2B	騫			[30327]	U+9A2B		
09A2D	騭			[71327]	U+9A2D		
09A30	騰			[79227]	U+9A30		
09A35	騵			[71396]	U+9A35		
09A41	驁			[48327, 58327]	U+9A41		
09A4A	驊			[74354]	U+9A4A		
09A57	驗			[78386]	U+9A57		
09A5A	驚			[48327]	U+9A5A		
09A65	驥			[72381]	U+9A65		
09A66	驦			[71361]	U+9A66		
09A6D	驭			[77140]	U+9A6D		
09A6E	驮			[74180]	U+9A6E		
09A6F	驯			[72100]	U+9A6F		
09A72	驲			[76100]	U+9A72		
09A73	驳			[74140]	U+9A73		
09A77	驷			[76100]	U+9A77		
09A79	驹			[77120]	U+9A79		
09A7D	驽			[47127]	U+9A7D		
09A85	骅			[74141]	U+9A85		
09A86	骆			[77164]	U+9A86		
09A8B	骋			[75127]	U+9A8B		
09A8C	验			[78119]	U+9A8C		
09A8F	骏			[73147]	U+9A8F		
09A98	骘			[71127]	U+9A98		
09A9C	骜			[48127, 58127]	U+9A9C		
09A9E	骞			[30127]	U+9A9E		
09AA5	骥			[72181]	U+9AA5		
09AA6	骦			[71161]	U+9AA6		
09AAD	骭			[71240]	U+9AAD		
09AB0	骰			[77247]	U+9AB0		
09AB9	骹			[70248]	U+9AB9		
09ABC	骼			[77264]	U+9ABC		
09AD2	髒			[74241]	U+9AD2		
09AD4	體			[75218]	U+9AD4		
09ADF	髟			[72722]	U+9ADF		
09AE4	髤			[72904]	U+9AE4		
09AF9	髹			[72294]	U+9AF9		
09AFB	髻			[72601]	U+9AFB		
09B0D	鬍			[72627]	U+9B0D		
09B1A	鬚			[72286]	U+9B1A		
09B23	鬣			[72712]	U+9B23		
09B25	鬥			[22001, 77001]	U+9B25		
09B28	鬨			[22801]	U+9B28		
09B2A	鬪			[22141, 77141]	U+9B2A		
09B2D	鬭			[22121, 77121]	U+9B2D		
09B2E	鬮			[77117]	U+9B2E		
09B2F	鬯			[22712]	U+9B2F		
09B31	鬱			[44722]	U+9B31		
09B42	魂			[16713]	U+9B42		
09B44	魄			[26613]	U+9B44		
09B48	魈			[29212, 29512]	U+9B48		
09B4D	魍			[27212, 27512]	U+9B4D		
09B5A	魚			[27336]	U+9B5A		
09B6F	魯			[27603]	U+9B6F		
09B8B	鮋			[25360]	U+9B8B		
09B91	鮑			[27312]	U+9B91		
09B9A	鮚			[24361]	U+9B9A		
09B9C	鮜			[22361]	U+9B9C		
09BA3	鮣			[27320]	U+9BA3		
09BA6	鮦			[27320]	U+9BA6		
09BAA	鮪			[24327]	U+9BAA		
09BAB	鮫			[20348]	U+9BAB		
09BAE	鮮			[28351]	U+9BAE		
09BC0	鯀			[22393]	U+9BC0		
09BC9	鯉			[26315]	U+9BC9		
09BD6	鯖			[25327]	U+9BD6		
09BDB	鯛			[27320]	U+9BDB		
09BE0	鯠			[24398]	U+9BE0		
09BE4	鯤			[26312]	U+9BE4		
09BE5	鯥			[24314]	U+9BE5		
09BE8	鯨			[20396]	U+9BE8		
09C08	鰈			[24394]	U+9C08		
09C0D	鰍			[29380]	U+9C0D		
09C23	鰣			[24341]	U+9C23		
09C27	鰧			[79236]	U+9C27		
09C2C	鰬			[21340]	U+9C2C		
09C31	鰱			[25330]	U+9C31		
09C32	鰲			[48336, 58336]	U+9C32		
09C39	鰹			[27314]	U+9C39		
09C42	鱂			[27342]	U+9C42		
09C45	鱅			[20327]	U+9C45		
09C52	鱒			[28346]	U+9C52		
09C56	鱖			[21382]	U+9C56		
09C5F	鱟			[77336]	U+9C5F		
09C63	鱣			[20316]	U+9C63		
09C67	鱧			[25318]	U+9C67		
09C7C	鱼			[27106]	U+9C7C		
09C81	鲁			[27601]	U+9C81		
09C89	鲉			[25160]	U+9C89		
09C8D	鲍			[27112]	U+9C8D		
09C8E	鲎			[90106]	U+9C8E		
09C92	鲒			[24136]	U+9C92		
09C94	鲔			[24127]	U+9C94		
09C96	鲖			[27120]	U+9C96		
09C98	鲘			[22161]	U+9C98		
09C9B	鲛			[20148]	U+9C9B		
09C9C	鲜			[28151]	U+9C9C		
09CA2	鲢			[24135]	U+9CA2		
09CA3	鲣			[27114]	U+9CA3		
09CA4	鲤			[26115]	U+9CA4		
09CA5	鲥			[24100]	U+9CA5		
09CA7	鲧			[22193]	U+9CA7		
09CAD	鲭			[25127]	U+9CAD		
09CB2	鲲			[26112]	U+9CB2		
09CB7	鲷			[27120]	U+9CB7		
09CB8	鲸			[20196]	U+9CB8		
09CBD	鲽			[24194]	U+9CBD		
09CC5	鳅			[29180]	U+9CC5		
09CC9	鳉			[27142]	U+9CC9		
09CCC	鳌			[48106, 58106]	U+9CCC		
09CD9	鳙			[20127]	U+9CD9		
09CDC	鳜			[21182]	U+9CDC		
09CDF	鳟			[28146]	U+9CDF		
09CE2	鳢			[25118]	U+9CE2		
09CE3	鳣			[20116]	U+9CE3		
09CE7	鳧			[27217]	U+9CE7		
09CE9	鳩			[47027]	U+9CE9		
09CEC	鳬			[27217]	U+9CEC		
09CF4	鳴			[67027]	U+9CF4		
09D07	鴇			[27427]	U+9D07		
09D11	鴑			[47327]	U+9D11		
09D1D	鴝			[27627]	U+9D1D		
09D1E	鴞			[67227]	U+9D1E		
09D23	鴣			[47627]	U+9D23		
09D2B	鴫			[67027]	U+9D2B		
09D3B	鴻			[37127]	U+9D3B		
09D3D	鴽			[46327]	U+9D3D		
09D3F	鴿			[87627]	U+9D3F		
09D41	鵁			[07427]	U+9D41		
09D42	鵂			[27227]	U+9D42		
09D50	鵐			[17127]	U+9D50		
09D5D	鵝			[27527]	U+9D5D		
09D5E	鵞			[23327]	U+9D5E		
09D70	鵰			[77227]	U+9D70		
09D73	鵳			[37227]	U+9D73		
09D7A	鵺			[07227]	U+9D7A		
09D7E	鵾			[67727]	U+9D7E		
09D84	鶄			[57227]	U+9D84		
09D8A	鶊			[07227]	U+9D8A		
09D8B	鶋			[77227]	U+9D8B		
09D92	鶒			[57927]	U+9D92		
09D96	鶖			[29327]	U+9D96		
09D98	鶘			[47627]	U+9D98		
09DB1	鶱			[30327]	U+9DB1		
09DBF	鶿			[80327]	U+9DBF		
09DC0	鷀			[87727]	U+9DC0		
09DD3	鷓			[07227]	U+9DD3		
09DD8	鷘			[58327]	U+9DD8		
09DF3	鷳			[77227]	U+9DF3		
09DF4	鷴			[77227]	U+9DF4		
09DFA	鷺			[67327]	U+9DFA		
09DFC	鷼			[77227]	U+9DFC		
09DFD	鷽			[77327]	U+9DFD		
09DFE	鷾			[07327]	U+9DFE		
09E07	鸇			[07127]	U+9E07		
09E18	鸘			[17927]	U+9E18		
09E20	鸠			[47027]	U+9E20		
09E23	鸣			[67027]	U+9E23		
09E28	鸨			[27427]	U+9E28		
09E2A	鸪			[47627]	U+9E2A		
09E2E	鸮			[67227]	U+9E2E		
09E32	鸲			[27627]	U+9E32		
09E3A	鸺			[27227]	U+9E3A		
09E3D	鸽			[87627]	U+9E3D		
09E3F	鸿			[37127]	U+9E3F		
09E40	鹀			[17127]	U+9E40		
09E45	鹅			[27527]	U+9E45		
09E47	鹇			[37227]	U+9E47		
09E4D	鹍			[67727]	U+9E4D		
09E52	鹒			[07227]	U+9E52		
09E55	鹕			[47627]	U+9E55		
09E59	鹙			[29127]	U+9E59		
09E5A	鹚			[87727]	U+9E5A		
09E67	鹧			[07227]	U+9E67		
09E6D	鹭			[67127]	U+9E6D		
09E6F	鹯			[07127]	U+9E6F		
09E74	鹴			[17927]	U+9E74		
09E75	鹵			[21600]	U+9E75		
09E78	鹸			[28686]	U+9E78		
09E7A	鹺			[28612]	U+9E7A		
09E7C	鹼			[28686]	U+9E7C		
09E7D	鹽			[78102]	U+9E7D		
09E7E	鹾			[28612]	U+9E7E		
09E7F	鹿			[00212]	U+9E7F		
09E80	麀			[00212]	U+9E80		
09E8B	麋			[00294]	U+9E8B		
09E8C	麌			[00284]	U+9E8C		
09E93	麓			[44212]	U+9E93		
09E96	麖			[00296]	U+9E96		
09E9D	麝			[00241]	U+9E9D		
09EA5	麥			[40407]	U+9EA5		
09EA6	麦			[50407]	U+9EA6		
09EAA-J	麪		⿺麥丏	[41402]	U+9EAA	J	
09EAA-T	麪		⿰麥丏	[41427]	U+9EAA	T	
09EB5-J	麵		⿺麥面	[41406]	U+9EB5	J	
09EB5-T	麵		⿰麥面	[41462]	U+9EB5	T	
09EBA-J	麺		⿺麦面	[51406]	U+9EBA	J	
09EBA-N	麺		⿰麦面	[51462]	U+9EBA	N	
09EC3	黃			[44806]	U+9EC3		
09EC4	黄			[44806]	U+9EC4		
09EC9	黉			[90806]	U+9EC9		
09ECC	黌			[77806]	U+9ECC		
09ECD	黍			[20909]	U+9ECD		
09ED1	黑			[60331]	U+9ED1		
09ED2	黒			[60331]	U+9ED2		
09ED4	黔			[68327]	U+9ED4		
09ED8	默			[63384]	U+9ED8		
09ED9	黙			[63338]	U+9ED9		
09EDC	黜			[62372]	U+9EDC		
09EE0	黠			[64361]	U+9EE0		
09EE5	黥			[60396]	U+9EE5		
09EE9	黩			[64384]	U+9EE9		
09EEF	黯			[60361]	U+9EEF		
09EF7	黷			[64386]	U+9EF7		
09F04	鼄			[25717]	U+9F04		
09F07	鼇			[48717, 58717]	U+9F07		
09F0E	鼎			[22227]	U+9F0E		
09F13	鼓			[44147]	U+9F13		
09F15	鼕			[44303]	U+9F15		
09F1B	鼛			[44604]	U+9F1B		
09F20	鼠			[77712]	U+9F20		
09F2A	鼪			[75710]	U+9F2A		
09F2B	鼫			[71762]	U+9F2B		
09F2C	鼬			[75760]	U+9F2C		
09F2F	鼯			[71761]	U+9F2F		
09F3B	鼻			[26221]	U+9F3B		
09F3E	鼾			[21240]	U+9F3E		
09F41	齁			[27220]	U+9F41		
09F52	齒			[21772]	U+9F52		
09F53	齓			[22710]	U+9F53		
09F54	齔			[24710]	U+9F54		
09F55	齕			[28717]	U+9F55		
09F58	齘			[28720]	U+9F58		
09F69	齩			[20748]	U+9F69		
09F6A	齪			[26781]	U+9F6A		
09F6C	齬			[21761]	U+9F6C		
09F72	齲			[22727]	U+9F72		
09F7F	齿			[21772]	U+9F7F		
09F80	龀			[24710]	U+9F80		
09F81	龁			[28717]	U+9F81		
09F89	龉			[21761]	U+9F89		
09F8A	龊			[26781]	U+9F8A		
09F8B	龋			[22727]	U+9F8B		
09F94	龔			[01801]	U+9F94		
09F95	龕			[80211]	U+9F95		
09F9A	龚			[43801]	U+9F9A		
09F9B	龛			[80414]	U+9F9B		
09F9C	龜			[27117]	U+9F9C		
09F9F	龟			[27716]	U+9F9F		
09FA0	龠			[80227]	U+9FA0		
09FA5	龥			[81286]	U+9FA5		
205E8	𠗨	⿰冫枼		[34194]	U+205E8		
206EC	𠛬			[12400]	U+206EC		
20A7A	𠩺	⿱⿰未攵厂		[58201]	U+20A7A		sikrok_xaumra khánəi ŋô xiə.
20B9F	𠮟			[64010]	U+20B9F		
21301	𡌁	⿱㓝土		[52104]	U+21301		
21396	𡎖	⿰土貟		[43186]	U+21396		
21484	𡒄	⿰土禀		[40191]	U+21484		
21883	𡢃			[47420]	U+21883		
21A25	𡨥	⿱宀⿺元攵		[30214]	U+21A25		
2231E	𢌞			[17420]	U+2231E		
22488	𢒈	⿰井彡		[52022]	U+22488		
226F3	𢛳			[40331]	U+226F3		
2274A	𢝊	⿱頁心		[10338]	U+2274A		
22D67	𢵧			[57020]	U+22D67		
23154	𣅔	⿱日夨		[26804]	U+23154		
24169	𤅩	⿰漢鳥		[37127]	U+24169		
25CD1	𥳑	⿱竹閒		[88227]	U+25CD1		
25E24	𥸤	⿰籥頁		[81286]	U+25E24		
266A2	𦚢	⿰月㫐		[76212]	U+266A2		
278B3	𧢳	⿰角乚		[22210]	U+278B3		
27DA0	𧶠			[40806]	U+27DA0		
27E87	𧺇	⿺走乚		[42811]	U+27E87		
28565	𨕥	⿺辶𩠐		[32306]	U+28565		
28677	𨙷	⿰井阝		[57027]	U+28677		
28959	𨥙	⿰金井		[85100]	U+28959		
28995	𨦕	⿰金㓝		[82100]	U+28995		
289E8	𨧨			[84127]	U+289E8		
28C47	𨱇			[83799]	U+28C47		
28C51	𨱑			[84786]	U+28C51		
28C54	𨱔			[88746]	U+28C54		
29810	𩠐			[22602]	U+29810		
2AFA2	𪾢			[67012]	U+2AFA2		
2B5B3	𫖳			[11682]	U+2B5B3		
2B5F4	𫗴			[20716]	U+2B5F4		
2B626	𫘦			[77120]	U+2B626		
2B62A	𫘪			[71196]	U+2B62A		
2B7CF	𫟏			[44513]	U+2B7CF		
2C02A	𬀪			[67012]	U+2C02A		
2C1C7	𬇇	⿰叠毛		[12115, 12114, 72115, 72114]	U+2C1C7		
2C1D9	𬇙			[37182]	U+2C1D9		
2C361	𬍡			[37103]	U+2C361		
2C488	𬒈			[90602]	U+2C488		
2C613	𬘓			[21100]	U+2C613		
2C62C	𬘬			[25127]	U+2C62C		
2C62D	𬘭			[24190]	U+2C62D		
2C64A	𬙊			[26114]	U+2C64A		
2C6F8	𬛸	⿱臼工		[77102]	U+2C6F8		
2CB38	𬬸			[83794]	U+2CB38		
2CB39	𬬹			[85706]	U+2CB39		
2CBCE	𬯎			[75282]	U+2CBCE		
2CCFD	𬳽			[74112]	U+2CCFD		
2CCFF	𬳿			[78194]	U+2CCFF		
2CE23	𬸣			[30127]	U+2CE23		
2CE7C	𬹼			[28720]	U+2CE7C		
2DC01	𭰁	⿰氵囘		[37120]	U+2DC01		
2E789	𮞉	⿺辶囘		[37320]	U+2E789		
