grien	dziwdu	dziwdu_qhanshiev	syenjyovdziw	krenqhruadziw	nitpun_diavjyovdziw	jiwtheidziw	thovjyov_kyebyam_zioxau	ziwvyan_jiepmra	qhanziwqhwi_bushyu	qhandziwqhwi_bushyuvuai	thongqitmra
0342D	㐭					[]	[]	null	广	13	U+342D
034B8	㒸					[]	[0]	0	null	null	U+34B8
034F9	㓹					[]	[0]	0	null	null	U+34F9
03537	㔷					[]	[0]	0	null	null	U+3537
0355F	㕟					[]	[]	null	null	null	U+355F
03561	㕡					[]	[]	null	null	null	U+3561
03762	㝢					[]	[]	1152.3	宀	3	U+3762
03775	㝵					[䙷]	[0]	0	彳	8	U+3775
037B7	㞷					[]	[]	null	null	null	U+37B7
038C7	㣇					[]	[0]	0	null	null	U+38C7
0394F	㥏					[]	[]	1513.1	null	null	U+394F
03951	㥑					[𢝊]	[]	1523.2	心	11	U+3951
0395C	㥜					[]	[0]	1525.2	null	null	U+395C
039C6	㧆					[]	[]	null	null	null	U+39C6
03B87	㮇					[]	[]	2103.3	木	8	U+3B87
03C8B	㲋					[]	[]	null	null	null	U+3C8B
03D85	㶅					[]	[]	2519.1	null	null	U+3D85
03D94	㶔					[]	[0]	2523.2	null	null	U+3D94
03FDF	㿟					[]	[]	null	null	null	U+3FDF
040D5	䃕					[]	[]	2985.1	null	null	U+40D5
041DF	䇟					[]	[]	null	null	null	U+41DF
0420E	䈎					[]	[]	null	竹	9	U+420E
042CE	䋎					[]	[]	3192.1	null	null	U+42CE
045B5	䖵					[]	[]	null	null	null	U+45B5
0470B	䜋					[]	[]	3843.3	null	null	U+470B
048B5	䢵					[]	[]	4076.1	邑	10	U+48B5
048BC	䢼					[]	[6657]	null	null	null	U+48BC
04964	䥤					[]	[]	null	null	null	U+4964
04BCE	䯎					[]	[0]	0	null	null	U+4BCE
04C94	䲔					[]	[]	4637.1	null	null	U+4C94
04D52	䵒					[]	[]	null	null	null	U+4D52
04E00	一					[]	[1]	1.1	一	0	U+4E00
04E01	丁					[]	[5]	20.2	一	1	U+4E01
04E03	七					[]	[7]	24.2	一	1	U+4E03
04E07	万					[]	[35]	80.3	一	2	U+4E07
04E08	丈					[]	[33]	80.1	一	2	U+4E08
04E09	三					[]	[22]	30.1	一	2	U+4E09
04E0A	上					[]	[36]	68.2	一	2	U+4E0A
04E0B	下					[]	[30]	62.1	一	2	U+4E0B
04E0F	丏					[]	[3511]	81.1	一	3	U+4E0F
04E16	世					[]	[206]	97.3	一	4	U+4E16
04E18	丘					[]	[268]	102.3	一	4	U+4E18
04E26	並		并			[竝]	[531]	104.2	一	7	U+4E26
04E28	丨					[]	[]	105.1	丨	0	U+4E28
04E29	丩					[]	[]	null	丨	1	U+4E29
04E2A	个					[]	[45]	105.2	丨	2	U+4E2A
04E2B	丫					[]	[56]	105.1	丨	2	U+4E2B
04E2D	中					[]	[113]	105.3	丨	3	U+4E2D
04E31	丱					[]	[0]	118.1	丨	4	U+4E31
04E32	串					[]	[736]	118.1	丨	6	U+4E32
04E39	丹					[]	[155]	119.3	丶	3	U+4E39
04E3C	丼					[]	[]	null	丶	4	U+4E3C
04E45	久					[]	[47]	125.3	丿	2	U+4E45
04E4B	之					[]	[58]	119.2	丶	2	U+4E4B
04E56	乖					[]	[1128]	129.3	丿	7	U+4E56
04E58	乘				乗	[椉]	[1941]	130.3	丿	8	U+4E58
04E5D	九					[]	[15]	133.3	乙	1	U+4E5D
04E5E	乞					[]	[42]	148.3	乙	2	U+4E5E
04E85	亅					[]	[]	159.1	亅	0	U+4E85
04E86	了					[]	[17]	159.2	亅	1	U+4E86
04E88	予					[]	[184]	160.3	亅	3	U+4E88
04E89	争					[爭]	[508]	2600.1	亅	5	U+4E89
04E8C	二					[]	[3]	163.1	二	0	U+4E8C
04E91	云					[]	[82]	195.3	二	2	U+4E91
04E94	五					[]	[88]	172.3	二	2	U+4E94
04E95	井					[]	[77]	194.2	二	2	U+4E95
04EA1	亡					[]	[54]	197.1	亠	1	U+4EA1
04EA4	交					[]	[519]	199.3	亠	4	U+4EA4
04EA6	亦					[]	[516]	204.1	亠	4	U+4EA6
04EA8	亨					[]	[3755]	204.3	亠	5	U+4EA8
04EAB	享					[亯]	[1206]	207.2	亠	6	U+4EAB
04EAC	京					[亰]	[1205]	205.1	亠	6	U+4EAC
04EAD	亭					[]	[1620]	210.1	亠	7	U+4EAD
04EAE	亮					[]	[1621]	211.2	亠	7	U+4EAE
04EB6	亶					[]	[5539]	212.1	亠	11	U+4EB6
04EBA	人					[]	[10]	212.1	人	0	U+4EBA
04EC0	什					[]	[129]	220.1	人	2	U+4EC0
04EC1	仁					[]	[128]	218.3	人	2	U+4EC1
04EC3	仃					[]	[3515]	220.3	人	2	U+4EC3
04EC4	仄					[]	[3513]	220.3	人	2	U+4EC4
04EC7	仇					[]	[133]	222.2	人	2	U+4EC7
04ECA	今					[]	[144]	217.3	人	2	U+4ECA
04ECB	介					[]	[140]	221.1	人	2	U+4ECB
04ED4	仔					[]	[276]	234.1	人	3	U+4ED4
04ED7	仗					[]	[270]	229.1	人	3	U+4ED7
04ED9	仙					[]	[272]	230.3	人	3	U+4ED9
04EDD	仝		同			[]	[427, 6513]	228.2	口	3	U+4EDD
04EDF	仟					[]	[3543]	233.3	人	3	U+4EDF
04EE1	仡					[]	[3544]	233.3	人	3	U+4EE1
04EF2	仲					[]	[465]	242.2	人	4	U+4EF2
04EF5	仵					[]	[3606]	243.2	人	4	U+4EF5
04EF6	件					[]	[466]	243.3	人	4	U+4EF6
04EF7	价					[]	[469]	243.2	人	4	U+4EF7
04F01	企					[]	[490]	242.1	人	4	U+4F01
04F03	伃					[]	[]	246.3	人	4	U+4F03
04F0B	伋					[]	[6512]	245.2	人	4	U+4F0B
04F0D	伍					[]	[459]	237.2	人	4	U+4F0D
04F0F	伏					[]	[460]	238.2	人	4	U+4F0F
04F11	休					[]	[458]	235.3	人	4	U+4F11
04F19	伙					[]	[475]	235.3	null	null	U+4F19
04F2D	伭					[]	[6603]	249.2	null	null	U+4F2D
04F2F	伯					[]	[778]	259.3	人	5	U+4F2F
04F30	估					[]	[769]	251.1	人	5	U+4F30
04F34	伴					[]	[785]	249.2	人	5	U+4F34
04F37	伷					[]	[]	255.1	肉	5	U+4F37
04F38	伸					[]	[775]	254.3	人	5	U+4F38
04F43	佃					[]	[776]	255.1	人	5	U+4F43
04F46	但					[]	[774]	254.2	人	5	U+4F46
04F4D	位					[]	[784]	249.1	人	5	U+4F4D
04F50	佐					[]	[772]	253.2	人	5	U+4F50
04F51	佑					[]	[773]	254.1	人	5	U+4F51
04F53	体					[]	[770]	251.2	人	5	U+4F53
04F58	佘					[余]	[3737]	249.3	人	5	U+4F58
04F59	余					[]	[795]	250.1	人	5	U+4F59
04F5A	佚					[]	[3731]	255.3	人	5	U+4F5A
04F5D	佝					[]	[3732]	262.2	人	5	U+4F5D
04F5E	佞					[]	[3728]	250.2	人	5	U+4F5E
04F5F	佟					[]	[3733]	261.3	人	5	U+4F5F
04F69	佩					[珮]	[1150]	280.2	人	6	U+4F69
04F6A	佪					[]	[]	279.1	人	6	U+4F6A
04F70	佰					[]	[3952]	277.3	人	6	U+4F70
04F74	佴					[]	[6693]	272.2	null	null	U+4F74
04F76	佶					[]	[3950]	272.2	人	6	U+4F76
04F7A	佺					[]	[6698]	279.1	人	6	U+4F7A
04F7C	佼					[]	[3964]	266.2	人	6	U+4F7C
04F84	侄					[]	[1144]	278.3	女	6	U+4F84
04F86	來			来	来	[]	[707]	273.2	木	3	U+4F86
04F8B	例					[]	[1140]	278.2	人	6	U+4F8B
04F8C	侌					[]	[]	null	null	null	U+4F8C
04F8D	侍					[]	[1136]	269.2	人	6	U+4F8D
04F8F	侏					[]	[3959]	279.2	人	6	U+4F8F
04F9B	供					[]	[1138]	272.2	人	6	U+4F9B
04F9C	侜					[]	[]	280.1	null	null	U+4F9C
04F9D	依					[]	[1153]	266.3	人	6	U+4F9D
04FA3	侣				侶	[]	[1146]	294.2	人	7	U+4FA3
04FB7	侷		局			[]	[907]	300.3	null	null	U+4FB7
04FC2	係			系		[]	[825]	297.1	人	7	U+4FC2
04FC3	促					[]	[1563]	293.3	人	7	U+4FC3
04FC4	俄					[]	[1564]	296.1	人	7	U+4FC4
04FC5	俅					[]	[4258]	284.3	人	7	U+4FC5
04FCA	俊					[]	[1578]	297.3	人	7	U+4FCA
04FCF	俏					[]	[1561]	288.2	人	7	U+4FCF
04FD0	俐					[]	[1565]	296.2	人	7	U+4FD0
04FD1	俑					[]	[4266]	297.3	人	7	U+4FD1
04FD4	俔			伣		[]	[6538]	291.1	人	7	U+4FD4
04FD8	俘					[]	[1569]	294.2	人	7	U+4FD8
04FDA	俚					[]	[4264]	291.1	人	7	U+4FDA
04FDC	俜					[]	[6856]	293.3	null	null	U+4FDC
04FDD	保					[]	[1562]	291.2	人	7	U+4FDD
04FE1	信					[]	[1570]	282.1	人	7	U+4FE1
04FE3	俣					[俁]	[4263]	294.2	人	7	U+4FE3
04FF1	俱					[倶]	[1962]	311.3	人	8	U+4FF1
05000	倀			伥		[]	[3607]	305.1	人	8	U+5000
0500B	個			个		[]	[45]	313.1	人	8	U+500B
05014	倔					[]	[1974]	316.1	人	8	U+5014
0501C	倜					[]	[4573]	315.3	人	8	U+501C
0501E	倞					[]	[7018]	301.3	人	8	U+501E
05025	倥					[]	[4577]	301.1	人	8	U+5025
05028	倨					[]	[4581]	315.3	人	8	U+5028
05029	倩					[]	[4562]	304.2	人	8	U+5029
0503C	值				値	[]	[1956]	306.3	人	8	U+503C
05041	偁					[]	[7197]	324.1	人	9	U+5041
0504A	偊					[]	[]	325.1	null	null	U+504A
0505C	停					[]	[2333]	316.2	人	9	U+505C
0506D	偭					[]	[7195]	321.1	null	null	U+506D
05075	偵			侦		[遉]	[1145]	321.2	人	9	U+5075
05098	傘			伞		[]	[493]	333.2	人	10	U+5098
0509A	傚		效			[]	[2034]	330.1	人	10	U+509A
0509E	傞					[]	[]	317.1	人	10	U+509E
050AD	傭			佣		[]	[780]	334.1	人	11	U+50AD
050B2	傲					[]	[2690]	334.3	人	11	U+50B2
050B7	傷			伤		[]	[468]	340.3	人	11	U+50B7
050BB	傻					[]	[2960]	341.2	人	11	U+50BB
050BE	傾			倾		[]	[1959]	338.2	人	11	U+50BE
050C9	僉			佥		[]	[3738]	338.1	人	11	U+50C9
050DE	僞			伪	偽	[]	[476]	345.3	人	9	U+50DE
050E9	僩					[僴]	[]	345.2	人	12	U+50E9
050F5	僵					[]	[3269]	350.2	人	13	U+50F5
050FD	僽					[]	[]	351.2	null	null	U+50FD
05100	儀			仪		[]	[274]	348.2	人	13	U+5100
05104	億			亿		[]	[44]	347.3	人	13	U+5104
05109	儉			俭	倹	[]	[1567]	351.1	人	8	U+5109
0512A	優			优		[]	[461]	355.2	人	15	U+512A
05132	儲			储		[]	[2697]	354.3	人	16	U+5132
0513A	儺			傩		[]	[5215]	357.3	人	19	U+513A
0513F	儿					[]	[12]	358.1	儿	0	U+513F
05141	允					[]	[183]	366.2	儿	2	U+5141
05144	兄					[]	[250]	367.1	儿	2	U+5144
05145	充					[]	[525]	367.3	儿	4	U+5145
05147	兇		凶			[]	[145]	371.2	儿	4	U+5147
05148	先					[]	[446]	371.3	儿	4	U+5148
05149	光					[]	[417]	369.1	儿	4	U+5149
05154	兔					[兎]	[1195]	378.3	儿	5	U+5154
05162	兢					[]	[3077]	381.3	儿	12	U+5162
05165	入					[]	[11]	381.1	入	0	U+5165
05168	全					[]	[485]	390.3	人	4	U+5168
0516B	八					[]	[9]	397.1	八	0	U+516B
0516D	六					[]	[160]	406.1	八	2	U+516D
0516E	兮					[]	[3518]	417.1	八	2	U+516E
05171	共					[]	[371]	422.1	八	4	U+5171
05177	具					[]	[1077]	425.2	八	6	U+5177
05178	典					[]	[1092]	426.3	八	6	U+5178
05179	兹					[茲]	[1653]	3500.3	艸	6	U+5179
05180	冀					[兾]	[3340]	430.2	八	14	U+5180
05185	内					[內]	[116]	384.2	冂	2	U+5185
0518D	再					[]	[382]	431.3	冂	4	U+518D
051AC	冬					[]	[295]	438.1	夂	2	U+51AC
051B2	冲				沖	[]	[511]	2306.3	水	4	U+51B2
051B5	况				況	[]	[830]	2337.1	水	5	U+51B5
051B6	冶					[]	[843]	443.1	冫	5	U+51B6
051BC	冼					[]	[3995]	444.1	冫	6	U+51BC
051BD	冽					[]	[3994]	443.3	冫	6	U+51BD
051C0	净					[凈]	[1221]	null	水	6	U+51C0
051C9	凉				涼	[]	[2040]	2398.2	水	8	U+51C9
051CA	凊					[]	[]	444.1	冫	8	U+51CA
051CB	凋					[]	[4623]	446.1	冫	8	U+51CB
051D3	凓					[]	[7412]	446.2	冫	10	U+51D3
051DB	凛					[凜]	[3284]	446.3	冫	13	U+51DB
051E7	凧					[]	[]	null	几	3	U+51E7
051EA	凪					[]	[]	null	几	4	U+51EA
051F0	凰					[]	[2368]	448.3	几	9	U+51F0
051F6	凶					[]	[145]	449.1	凵	2	U+51F6
051F7	凷					[]	[]	450.3	null	null	U+51F7
051F8	凸					[]	[229]	117.3	凵	3	U+51F8
051FA	出					[]	[330]	450.3	凵	3	U+51FA
05205	刅					[]	[]	456.3	刀	10	U+5205
05207	切					[]	[107]	456.3	刀	2	U+5207
0520A	刊					[]	[191]	462.2	刀	3	U+520A
0520E	刎					[]	[3616]	466.2	刀	4	U+520E
05211	刑					[㓝, 𠛬]	[351]	463.1	刀	4	U+5211
05216	刖					[]	[3613]	466.1	刀	4	U+5216
05217	列					[]	[399]	464.3	刀	4	U+5217
0521D	初					[]	[889]	467.1	刀	5	U+521D
05224	判					[]	[849]	466.2	刀	5	U+5224
05228	刨					[]	[821]	473.3	null	null	U+5228
05229	利					[]	[763]	471.3	刀	5	U+5229
05235	刵					[]	[]	475.2	刀	2	U+5235
0524A	削					[]	[1475]	483.3	刀	7	U+524A
0524C	剌					[]	[4161]	483.2	刀	7	U+524C
05259	剙		創	创		[剏, 刱]	[494]	475.2	刀	6	U+5259
0525B	剛			刚		[]	[441]	487.1	刀	8	U+525B
05269	剩				剰	[]	[2675]	491.3	刀	9	U+5269
05273	剳		札			[]	[7692]	null	刀	9	U+5273
0527A	剺					[]	[]	492.1	null	null	U+527A
05282	劂					[]	[7666]	492.3	刀	12	U+5282
05284	劄		札			[箚]	[3532, 7692]	492.3	竹	8	U+5284
0528C	劌			刿		[]	[3930]	493.2	刀	13	U+528C
0528D	劍			剑	剣	[劒]	[1587]	494.2	刀	8	U+528D
0529B	力					[]	[19]	503.1	力	0	U+529B
0529F	功					[]	[202]	504.3	力	3	U+529F
052A3	劣					[]	[416]	508.1	力	4	U+52A3
052AA	努					[]	[924]	509.3	力	5	U+52AA
052AC	劬					[]	[3745]	509.2	力	5	U+52AC
052BB	劻					[]	[]	510.1	力	6	U+52BB
052BC	劼					[]	[3843]	510.1	力	6	U+52BC
052C7	勇					[]	[1746]	511.3	力	7	U+52C7
052CD	勍					[]	[7040]	512.2	力	8	U+52CD
052D1	勑		敕			[]	[4783]	512.2	力	8	U+52D1
052D2	勒					[]	[2200]	513.2	力	9	U+52D2
052D4	勔					[]	[7151]	514.1	null	null	U+52D4
052DB	勛			勋		[]	[1506]	516.3	力	13	U+52DB
052DD	勝			胜		[]	[1594]	516.3	力	10	U+52DD
052DE	勞			劳	労	[]	[674]	515.2	力	5	U+52DE
052E2	勢			势		[]	[977]	518.2	力	11	U+52E2
052E9	勩			勚		[]	[7125]	520.1	力	12	U+52E9
052F1	勱			劢		[]	[3537]	520.1	null	null	U+52F1
052F5	勵			励	励	[]	[702]	520.3	力	5	U+52F5
052F9	勹					[]	[]	522.1	勹	0	U+52F9
052FE	勾					[]	[158]	522.3	勹	2	U+52FE
052FF	勿					[]	[152]	522.2	勹	2	U+52FF
05305	包					[]	[298]	524.1	勹	3	U+5305
05308	匈					[]	[504]	525.1	勹	4	U+5308
0530B	匋					[]	[]	525.2	勹	6	U+530B
0530F	匏					[]	[4799]	525.2	勹	9	U+530F
05316	化					[]	[132]	526.1	匕	2	U+5316
0531B	匛					[]	[]	null	木	5	U+531B
05321	匡					[]	[3563]	536.1	匚	4	U+5321
0532D	匭			匦		[]	[3835]	538.1	null	null	U+532D
05331	匱			匮		[]	[4782]	538.2	匚	12	U+5331
05335	匵					[]	[0]	538.3	匚	15	U+5335
05339	匹					[]	[99]	539.1	匚	2	U+5339
05341	十					[]	[4]	542.1	十	0	U+5341
05343	千					[]	[41]	553.1	十	1	U+5343
05347	升					[]	[125]	560.1	十	2	U+5347
05348	午					[]	[119]	559.2	十	2	U+5348
05349	卉					[芔]	[200]	565.3	十	3	U+5349
0534A	半					[]	[307]	562.1	十	3	U+534A
05357	南					[]	[1422]	572.3	十	7	U+5357
05370	印					[]	[285]	593.3	卩	4	U+5370
05375	卵					[]	[818]	597.1	卩	5	U+5375
05378	卸					[]	[1536]	600.1	卩	7	U+5378
05398	厘					[]	[1448]	603.2	厂	7	U+5398
05399	厙			厍		[]	[3586]	603.1	null	null	U+5399
0539A	厚					[]	[1449]	603.2	厂	7	U+539A
0539F	原					[]	[1868]	604.2	厂	8	U+539F
053A2	厢					[廂]	[2238]	1355.2	广	9	U+53A2
053A4	厤		曆	历		[]	[95]	606.1	厂	10	U+53A4
053A5	厥					[]	[5112]	605.2	厂	10	U+53A5
053B2	厲			厉		[]	[215]	607.3	厂	12	U+53B2
053B9	厹					[叴]	[]	609.1	口	2	U+53B9
053C8	又					[]	[21]	614.1	又	0	U+53C8
053CA	及					[]	[52]	126.3	丿	2	U+53CA
053CB	友					[]	[97]	615.1	又	2	U+53CB
053D7	受					[]	[1174]	621.1	又	6	U+53D7
053D9	叙					[敘, 敍]	[1586]	1769.2	又	7	U+53D9
053E0	叠				畳	[疊, 疉, 曡, 㬪]	[3043]	2820.2	田	7	U+53E0
053E3	口					[]	[38]	625.1	口	0	U+53E3
053E4	古					[]	[208]	629.2	口	2	U+53E4
053E5	句					[]	[288]	641.2	口	2	U+53E5
053E9	叩					[]	[254]	649.2	口	2	U+53E9
053EB	叫					[]	[253]	649.3	口	3	U+53EB
053EE	叮					[]	[241]	634.1	口	2	U+53EE
053F1	叱					[𠮟]	[3539]	641.1	口	2	U+53F1
053F3	右					[]	[217]	635.3	口	2	U+53F3
053F6	叶					[]	[238]	629.1	口	2	U+53F6
053F7	号					[]	[243]	638.2	口	2	U+53F7
05403	吃					[]	[429]	664.1	口	3	U+5403
05404	各					[]	[506]	670.1	口	3	U+5404
05408	合					[]	[488]	660.3	口	3	U+5408
05409	吉					[]	[356]	651.3	口	3	U+5409
0540B	吋					[]	[]	null	口	3	U+540B
0540C	同					[]	[427]	655.3	口	3	U+540C
0540D	名					[]	[505]	666.1	口	3	U+540D
0540E	后					[]	[482]	665.2	口	3	U+540E
05410	吐					[]	[421]	653.2	口	3	U+5410
05411	向					[]	[480]	664.2	口	3	U+5411
05415	吕				呂	[]	[426]	679.1	口	4	U+5415
0541B	君					[]	[899]	683.1	口	4	U+541B
0541D	吝					[悋]	[835]	670.2	口	4	U+541D
0541E	吞					[呑]	[607]	671.2	口	4	U+541E
0541F	吟					[]	[740]	675.1	口	4	U+541F
0542A	吪					[]	[]	679.1	口	4	U+542A
0542B	含					[]	[800]	675.3	口	4	U+542B
0542E	吮					[]	[752]	683.1	口	4	U+542E
05434	吴				呉	[吳]	[718]	684.3	口	4	U+5434
05435	吵					[]	[735]	674.3	null	null	U+5435
05438	吸					[]	[431]	682.3	口	3	U+5438
0543B	吻					[]	[743]	682.3	口	4	U+543B
0543C	吼					[]	[749]	689.3	口	4	U+543C
0543E	吾					[]	[695]	672.2	口	4	U+543E
05446	呆					[]	[722]	672.1	口	4	U+5446
05448	呈					[]	[716]	670.3	口	4	U+5448
05450	呐					[㕯, 吶]	[738]	674.3	口	4	U+5450
0545F	呟					[]	[]	689.3	口	5	U+545F
05468	周					[]	[1192]	698.2	口	5	U+5468
0546C	呬					[]	[]	692.2	口	5	U+546C
05474	呴					[]	[]	703.2	口	5	U+5474
0547B	呻					[]	[1095]	691.3	口	5	U+547B
05484	咄					[]	[1103]	704.1	口	5	U+5484
05486	咆					[]	[3917]	703.3	口	5	U+5486
0548E	咎					[]	[3989]	698.1	口	5	U+548E
0548F	咏					[]	[1101]	689.3	言	5	U+548F
054AC	咬					[]	[1512]	704.3	口	6	U+54AC
054AE	咮					[]	[]	711.1	口	6	U+54AE
054B2	咲		笑			[㗛]	[1952]	707.1	口	6	U+54B2
054BB	咻					[]	[4218]	711.1	口	6	U+54BB
054C0	哀					[]	[1619]	705.1	口	6	U+54C0
054C1	品					[]	[1503]	709.1	口	6	U+54C1
054C3	哃					[]	[6835]	null	口	6	U+54C3
054C4	哄					[]	[1483]	707.2	口	6	U+54C4
054C8	哈					[]	[1510]	710.3	口	6	U+54C8
054E1	員			员		[貟]	[737]	718.3	口	7	U+54E1
054E2	哢					[]	[6982]	716.2	口	7	U+54E2
054E6	哦					[]	[1908]	720.1	口	7	U+54E6
054E8	哨					[]	[1904]	718.1	口	7	U+54E8
054E9	哩					[]	[1905]	719.2	口	7	U+54E9
054ED	哭					[]	[1907]	719.2	口	7	U+54ED
05501	唁					[]	[1912]	712.2	口	7	U+5501
05504	唄			呗		[]	[3708]	718.2	口	7	U+5504
05506	唆					[]	[1917]	720.2	口	7	U+5506
05508	唈					[]	[]	719.3	null	null	U+5508
05510	唐					[]	[2037]	712.3	口	7	U+5510
0552B	唫		吟			[]	[740]	729.2	口	8	U+552B
0552E	售					[]	[2332]	730.3	口	8	U+552E
05538	唸		念			[]	[1177]	729.2	口	8	U+5538
05541	啁					[]	[4842]	730.3	口	8	U+5541
05546	商					[]	[2391]	721.1	口	8	U+5546
0554E	啎		忤			[]	[3786]	729.2	null	null	U+554E
0554F	問			问		[]	[528]	726.3	口	8	U+554F
05555	啕					[]	[4843]	731.1	null	null	U+5555
0557E	啾					[]	[5154]	744.1	口	9	U+557E
05580	喀					[]	[5160]	732.1	口	9	U+5580
05583	喃					[]	[5130]	738.2	口	9	U+5583
0558B	喋					[]	[5128]	738.2	口	9	U+558B
05591	喑					[]	[5156]	732.2	口	9	U+5591
0559F	喟					[]	[5153]	740.3	口	9	U+559F
055A4	喤					[]	[7358]	745.2	口	9	U+55A4
055A6	喦					[]	[]	743.2	null	null	U+55A6
055C7	嗇			啬		[]	[4780]	748.1	口	10	U+55C7
055D2	嗒					[㗳]	[5129]	747.1	口	9	U+55D2
055DF	嗟					[]	[5157]	736.1	口	10	U+55DF
055E4	嗤					[]	[5475]	750.1	口	10	U+55E4
055E5	嗥					[噑, 嘷]	[5468]	749.3	口	12	U+55E5
055F7	嗷					[嗸]	[5434]	750.3	口	11	U+55F7
05606	嘆			叹		[歎]	[257]	753.3	口	10	U+5606
0560E	嘎					[嘠]	[5699]	754.3	口	11	U+560E
05629	嘩			哗		[]	[1507]	753.2	口	10	U+5629
0562E	嘮			唠		[]	[1891]	757.2	null	null	U+562E
05642	噂					[]	[7777]	757.1	口	12	U+5642
0564F	噏					[]	[]	759.3	null	null	U+564F
0565E	噞					[]	[]	762.3	口	13	U+565E
05664	噤					[]	[6089]	761.1	口	13	U+5664
05666	噦			哕		[]	[4215]	761.2	口	13	U+5666
05668	器					[]	[3348]	761.3	口	12	U+5668
0566B	噫					[]	[6106]	760.2	口	13	U+566B
0566C	噬					[]	[6105]	763.1	口	13	U+566C
05673	噳					[]	[]	761.3	null	null	U+5673
05687	嚇			吓		[]	[422]	764.3	口	14	U+5687
0568A	嚊					[]	[]	765.2	口	14	U+568A
05695	嚕			噜		[]	[5935]	766.1	口	15	U+5695
0569A	嚚					[]	[8001]	765.3	口	15	U+569A
056B3	嚳			喾		[]	[5301]	770.3	口	17	U+56B3
056BC	嚼					[]	[3479]	770.2	口	18	U+56BC
056C2	囂			嚣		[嚻]	[3443]	771.2	口	18	U+56C2
056C8	囈			呓		[]	[3700]	772.2	口	18	U+56C8
056CC	囌			苏		[]	[677]	772.3	null	null	U+56CC
056D7	囗					[]	[]	773.1	囗	0	U+56D7
056DB	四					[]	[262]	773.2	囗	2	U+56DB
056DE	回					[囬, 囘]	[438]	784.1	囗	3	U+56DE
056EE	囮					[]	[]	788.1	囗	4	U+56EE
056F0	困					[]	[734]	787.2	囗	4	U+56F0
056FA	固					[]	[1093]	788.1	囗	5	U+56FA
056FF	囿					[]	[4219]	789.1	囗	6	U+56FF
05704	圄					[]	[4515]	789.2	囗	7	U+5704
05709	圉					[]	[4837]	790.1	囗	8	U+5709
0570A	圊					[]	[4817]	790.1	囗	8	U+570A
05712	園			园		[薗]	[726]	795.3	囗	10	U+5712
05713	圓			圆	円	[圎]	[1922]	796.2	冂	2	U+5713
05716	圖			图	図	[]	[]	799.2	囗	4	U+5716
0571F	土					[]	[27]	801.1	土	0	U+571F
05723	圣					[]	[340]	null	土	2	U+5723
05725	圥					[]	[]	null	null	null	U+5725
0572E	圮					[]	[3576]	811.1	土	3	U+572E
0573C	圼					[𬛸]	[]	null	null	null	U+573C
05740	址					[]	[623]	818.3	土	4	U+5740
0574E	坎					[]	[639]	824.2	土	4	U+574E
05764	坤					[]	[964]	826.3	土	5	U+5764
05766	坦					[]	[962]	826.1	土	5	U+5766
05774	坴					[]	[]	null	土	5	U+5774
0578B	型					[𡌁]	[1363]	833.1	土	6	U+578B
057A2	垢					[]	[1384]	836.1	土	6	U+57A2
057A4	垤					[]	[4098]	835.3	土	6	U+57A4
057BB	垻			坝		[]	[629]	837.2	null	null	U+57BB
057BE	垾					[]	[6943]	0	null	null	U+57BE
057C7	埇					[]	[6948]	839.1	土	7	U+57C7
057CB	埋					[]	[1794]	837.2	土	7	U+57CB
057CE	城					[]	[1373]	833.2	土	6	U+57CE
057DC	埜		野			[]	[2265]	844.2	里	4	U+57DC
057E7	埧					[]	[]	848.3	null	null	U+57E7
057F4	埴					[]	[4717]	844.2	土	8	U+57F4
057F6	埶					[]	[]	849.1	土	8	U+57F6
05800	堀					[]	[]	851.2	土	8	U+5800
05805	堅			坚		[]	[712]	844.3	土	9	U+5805
0581E	堞					[]	[5060]	855.1	土	9	U+581E
05821	堡					[堢]	[2693]	856.3	土	9	U+5821
05831	報			报		[]	[656]	851.2	土	9	U+5831
05834	場			场		[]	[367]	855.3	土	9	U+5834
05835	堵					[]	[2161]	843.1	土	9	U+5835
0584D	塍					[]	[5522]	863.1	土	10	U+584D
05852	塒			埘		[]	[4415]	861.3	土	10	U+5852
05854	塔					[]	[2510]	860.1	土	9	U+5854
05857	塗			涂		[]	[2075]	857.2	土	10	U+5857
05858	塘					[]	[2843]	859.3	土	10	U+5858
05864	塤			埙		[𡎖]	[4416]	862.1	土	14	U+5864
05872	塲		場	场		[]	[367]	868.3	土	9	U+5872
05875	塵			尘		[]	[414]	863.3	土	11	U+5875
05885	墅					[]	[3102]	868.2	土	11	U+5885
05889	墉					[]	[5639]	863.3	土	11	U+5889
0589C	墜			坠		[]	[917]	875.1	土	12	U+589C
058A8	墨					[]	[3255]	870.3	土	11	U+58A8
058AB	墫					[壿]	[]	869.2	木	12	U+58AB
058AD	墭					[]	[]	null	null	null	U+58AD
058BB	墻			墙		[]	[3054]	877.3	爿	13	U+58BB
058C3	壃					[]	[]	877.3	田	14	U+58C3
058C5	壅					[]	[6165]	877.1	土	13	U+58C5
058C7	壇			坛		[]	[614]	876.2	土	13	U+58C7
058D1	壑					[]	[6223]	881.1	土	14	U+58D1
058D9	壙			圹		[]	[3574]	881.2	土	15	U+58D9
058DC	壜		罎	坛		[]	[614]	883.1	土	16	U+58DC
058DD	壝					[]	[]	881.3	null	null	U+58DD
058E2	壢			坜		[]	[6561]	null	土	16	U+58E2
