grien	dziwdu	dziwdu_qhanshiev	syenjyovdziw	krenqhruadziw	nitpun_diavjyovdziw	jiwtheidziw	thovjyov_kyebyam_zioxau	ziwvyan_jiepmra	qhanziwqhwi_bushyu	qhandziwqhwi_bushyuvuai	thongqitmra
07CC0	糀					[]	[]	null	米	7	U+7CC0
07CCA	糊					[]	[3287]	3165.3	米	9	U+7CCA
07CCE	糎					[]	[]	null	米	9	U+7CCE
07CD5	糕					[]	[3375]	3166.2	米	10	U+7CD5
07CD6	糖					[]	[3374]	3166.2	米	10	U+7CD6
07CD9	糙					[]	[3373]	3166.3	米	11	U+7CD9
07CDE	糞			粪		[]	[2742]	3168.2	米	11	U+7CDE
07CE0	糠					[]	[3429]	3167.2	米	11	U+7CE0
07CE7	糧			粮		[]	[2998]	3169.1	米	12	U+7CE7
07CF2	糲			粝		[䊪]	[4953]	3169.3	米	14	U+7CF2
07CF4	糴			籴		[]	[3974]	3169.3	米	16	U+7CF4
07CF6	糶			粜		[]	[5013]	3170.1	米	19	U+7CF6
07CF8	糸					[]	[]	3170.1	糸	0	U+7CF8
07CFB	系					[]	[825]	3170.1	糸	1	U+7CFB
07CFE	糾			纠		[糺]	[344]	3170.2	糸	3	U+7CFE
07D00	紀			纪		[]	[595]	3178.2	糸	3	U+7D00
07D02	紂			纣		[]	[3645]	3171.2	糸	3	U+7D02
07D03	紃			𬘓		[]	[6553]	3177.2	糸	3	U+7D03
07D05	紅			红		[]	[589]	3171.3	糸	3	U+7D05
07D07	紇			纥		[]	[3646]	3177.1	糸	3	U+7D07
07D0A	紊					[]	[2036]	3180.1	糸	4	U+7D0A
07D0B	紋			纹		[]	[939]	3180.1	糸	4	U+7D0B
07D0D	納			纳		[]	[934]	3186.3	糸	4	U+7D0D
07D13	紓			纾		[]	[3825]	3190.3	糸	4	U+7D13
07D15	紕			纰		[]	[3822]	3186.2	糸	4	U+7D15
07D1A	級			级		[]	[594]	3190.2	糸	3	U+7D1A
07D1C	紜			纭		[]	[3821]	3183.3	糸	4	U+7D1C
07D29	紩					[]	[0]	3196.2	null	null	U+7D29
07D2C	紬		綢	绸		[]	[2495]	3196.1	糸	5	U+7D2C
07D2E	紮		扎			[]	[85]	3192.1	糸	5	U+7D2E
07D32	紲			绁		[]	[4075]	3191.3	糸	5	U+7D32
07D33	紳			绅		[]	[1339]	3192.3	糸	5	U+7D33
07D40	絀			绌		[]	[4080]	3198.1	糸	5	U+7D40
07D42	終			终		[]	[1344]	3196.2	糸	5	U+7D42
07D43	絃		弦			[]	[1314]	3191.1	糸	5	U+7D43
07D46	絆			绊		[]	[1346]	3191.2	糸	5	U+7D46
07D47	絇					[]	[]	3197.3	糸	5	U+7D47
07D48	絈					[絔]	[]	null	糸	5	U+7D48
07D4E	絎			绗		[]	[4396]	3211.1	糸	6	U+7D4E
07D4F	絏		紲	绁		[]	[4075]	3210.1	糸	5	U+7D4F
07D50	結			结		[]	[1754]	3200.3	糸	6	U+7D50
07D5E	絞			绞		[]	[1763]	3198.3	糸	6	U+7D5E
07D61	絡			络		[]	[1761]	3212.2	糸	6	U+7D61
07D66	給			给		[]	[1758]	3210.2	糸	6	U+7D66
07D67	絧					[]	[]	3210.1	null	null	U+7D67
07D6E	絮					[]	[2809]	3216.2	糸	6	U+7D6E
07D70	絰			绖		[]	[6917]	3204.1	糸	6	U+7D70
07D71	統			统		[]	[1765]	3199.1	糸	6	U+7D71
07D72	絲			丝	糸	[]	[347]	3217.1	糸	0	U+7D72
07D76	絶			绝		[絕]	[1762]	3213.1	糸	6	U+7D76
07D7F	絿					[]	[]	3218.3	糸	7	U+7D7F
07D83	綃			绡		[]	[4701]	3223.3	糸	7	U+7D83
07D9D	綝			𬘭		[]	[7274]	3227.3	糸	8	U+7D9D
07DA2	綢			绸		[]	[2495]	3233.3	糸	8	U+7DA2
07DAA	綪			𬘬		[]	[7273]	3226.3	糸	8	U+7DAA
07DAC	綬			绶		[]	[5035]	3230.3	糸	8	U+7DAC
07DAF	綯			绹		[]	[7277]	3234.2	糸	8	U+7DAF
07DB1	綱			纲		[]	[933]	3229.3	糸	8	U+7DB1
07DB2	網			网		[]	[442]	3229.2	糸	8	U+7DB2
07DB9	綹			绺		[]	[5036]	3233.3	null	null	U+7DB9
07DBB	綻			绽		[]	[2497]	3225.3	糸	8	U+7DBB
07DC4	緄			绲		[]	[5033]	3230.2	糸	8	U+7DC4
07DCA	緊			紧		[]	[1884]	3227.3	糸	9	U+7DCA
07DD2	緒			绪		[緖]	[2487]	3226.3	糸	8	U+7DD2
07DD7	緗			缃		[]	[5329]	3239.2	糸	9	U+7DD7
07DE4	緤					[]	[]	3239.2	糸	5	U+7DE4
07DE5	緥		褓			[]	[5821]	3243.1	衣	9	U+7DE5
07DEC	緬			缅		[]	[2814]	3241.1	糸	9	U+7DEC
07DFB	緻			致		[]	[1879]	3247.2	糸	10	U+7DFB
07E22	縢					[]	[7884]	3250.1	糸	10	U+7E22
07E2E	縮			缩		[]	[3188]	3250.2	糸	11	U+7E2E
07E34	縴			纤		[]	[591]	3251.3	null	null	U+7E34
07E3A	縺					[]	[]	3247.1	糸	11	U+7E3A
07E56	繖		傘	伞		[]	[493]	3261.3	糸	12	U+7E56
07E62	繢					[]	[]	3262.2	null	null	U+7E62
07E66	繦					[繈]	[]	3259.2	糸	11	U+7E66
07E6D	繭			茧		[蠒]	[1409]	3263.1	糸	12	U+7E6D
07E6E	繮			缰		[]	[3386]	3264.2	null	null	U+7E6E
07E86	纆			𬙊		[]	[8030]	3271.3	糸	15	U+7E86
07E88	纈			缬		[]	[6021]	3270.2	糸	15	U+7E88
07E8A	纊			纩		[]	[6554]	3269.2	糸	15	U+7E8A
07E8C	續			续	続	[]	[2488]	3270.2	糸	7	U+7E8C
07E8F	纏			缠		[緾]	[3046]	3269.3	糸	15	U+7E8F
07E9C	纜			缆		[]	[2815]	3274.3	糸	21	U+7E9C
07F36	缶					[]	[3598]	3274.1	缶	0	U+7F36
07F38	缸					[]	[1537]	3274.2	缶	3	U+7F38
07F3F	缿					[]	[]	3275.3	null	null	U+7F3F
07F44	罄					[]	[6203]	3276.1	缶	11	U+7F44
07F47	罇		樽			[]	[6062]	3276.2	木	12	U+7F47
07F4B	罋		瓮			[]	[3975]	3276.2	瓦	13	U+7F4B
07F4E	罎			坛		[]	[614]	3276.3	土	16	U+7F4E
07F51	网					[]	[442]	3277.1	网	0	U+7F51
07F54	罔					[]	[3938]	3277.1	网	3	U+7F54
07F55	罕					[䍐]	[895]	3277.3	网	3	U+7F55
07F5F	罟					[]	[4523]	3278.2	网	5	U+7F5F
07F6E	置					[]	[2931]	3280.1	网	8	U+7F6E
07F71	罱					[]	[5724]	3282.1	null	null	U+7F71
07F72	署					[]	[2930]	3279.2	网	8	U+7F72
07F7B	罻					[]	[]	3283.2	null	null	U+7F7B
07F7D	罽					[]	[6238]	3283.3	网	12	U+7F7D
07F91	羑					[]	[4320]	3294.2	羊	3	U+7F91
07F94	羔					[]	[2050]	3294.2	羊	4	U+7F94
07F96	羖					[]	[7045]	3294.3	羊	4	U+7F96
07F9E	羞					[]	[2049]	3294.3	羊	5	U+7F9E
07FA4	群					[羣]	[3035]	3301.1	羊	7	U+7FA4
07FA9	義			义		[]	[57]	3297.1	羊	7	U+7FA9
07FB2	羲					[]	[6166]	3303.1	羊	10	U+7FB2
07FB6	羶		膻			[]	[6273]	3304.2	羊	13	U+7FB6
07FB9	羹					[]	[3469]	3304.1	羊	13	U+7FB9
07FBF	羿					[]	[4390]	3307.3	羽	3	U+7FBF
07FCA	翊					[]	[4941]	3308.3	羽	5	U+7FCA
07FCC	翌					[]	[5024]	3309.1	羽	5	U+7FCC
07FD5	翕					[]	[5222]	3311.2	羽	6	U+7FD5
07FDF	翟					[]	[5838]	3314.1	羽	8	U+7FDF
07FE5	翥					[]	[5636]	3314.1	羽	9	U+7FE5
07FF1	翱					[翶, 翺]	[6131]	3318.1	羽	12	U+7FF1
07FFD	翽			翙		[]	[7366]	3322.1	null	null	U+7FFD
08000	耀					[]	[3476]	3322.2	羽	14	U+8000
08005	者					[]	[969]	3330.3	老	4	U+8005
08007	耇					[耈]	[6773]	3332.2	老	5	U+8007
0800B	耋					[耊]	[5070]	3332.3	老	6	U+800B
08014	耔					[]	[6756]	3334.2	耒	3	U+8014
08015	耕					[]	[1766]	3334.3	耒	4	U+8015
08018	耘					[]	[1767]	3335.2	耒	4	U+8018
08030	耰					[]	[8074]	3337.2	耒	15	U+8030
08033	耳					[]	[369]	3337.1	耳	0	U+8033
0803B	耻				恥	[]	[1816]	1485.3	心	6	U+803B
0803F	耿					[]	[1817]	3340.2	耳	4	U+803F
08058	聘					[]	[2845]	3346.1	耳	7	U+8058
0805E	聞			闻		[]	[1636]	3346.3	耳	8	U+805E
0806F	聯			联		[聮, 䏈]	[2544]	3351.3	耳	11	U+806F
08071	聱					[]	[6034]	3348.3	耳	11	U+8071
08072	聲			声	声	[]	[654]	3349.1	士	4	U+8072
08075	聵			聩		[]	[5869]	3354.1	耳	12	U+8075
0807F	聿					[]	[3635]	3355.1	聿	0	U+807F
08084	肄					[]	[5532]	3356.3	聿	7	U+8084
08086	肆					[]	[2831]	3355.3	聿	7	U+8086
08089	肉					[宍]	[443]	3358.1	肉	0	U+8089
0808B	肋					[]	[496]	3360.3	肉	2	U+808B
08093	肓					[]	[3760]	3360.3	肉	3	U+8093
08096	肖					[]	[713]	3361.2	肉	3	U+8096
08098	肘					[]	[806]	3361.1	肉	3	U+8098
0809A	肚					[]	[805]	3361.2	肉	3	U+809A
0809B	肛					[]	[804]	3361.2	肉	3	U+809B
0809C	肜					[]	[]	3361.3	肉	3	U+809C
0809D	肝					[]	[803]	3360.3	肉	3	U+809D
080A1	股					[]	[1186]	3364.3	肉	4	U+80A1
080A5	肥					[]	[1189]	3365.1	肉	4	U+80A5
080A9	肩					[]	[1289]	3362.2	肉	4	U+80A9
080AC	肬					[]	[]	3363.2	肉	4	U+80AC
080AD	肭					[]	[6709]	3364.1	月	4	U+80AD
080C3	胃					[]	[1494]	3372.3	肉	5	U+80C3
080C4	胄					[冑]	[4208]	3372.2	肉	5	U+80C4
080C6	胆					[]	[1593]	3372.2	肉	5	U+80C6
080D6	胖					[]	[1596]	3366.2	肉	5	U+80D6
080DC	胜					[]	[1594]	3372.3	肉	9	U+80DC
080DE	胞					[]	[1595]	3374.1	肉	5	U+80DE
080E1	胡					[]	[1419]	3366.3	肉	5	U+80E1
080E4	胤					[]	[4302]	3373.3	肉	5	U+80E4
080F1	胱					[]	[4590]	3376.3	肉	6	U+80F1
080F3	胳					[]	[1997]	3378.1	肉	6	U+80F3
080F4	胴					[]	[4591]	3376.3	肉	6	U+80F4
080F6	胶					[]	[2000]	null	null	null	U+80F6
080F8	胸					[胷]	[1996]	3379.1	肉	6	U+80F8
08106	脆					[脃]	[1994]	3378.1	肉	6	U+8106
0811D	脝					[]	[0]	3380.3	null	null	U+811D
0812C	脬					[]	[4921]	3384.2	肉	7	U+812C
08139	脹			胀		[]	[1184]	3386.1	肉	8	U+8139
08146	腆					[]	[5230]	3386.2	肉	8	U+8146
0814B	腋					[]	[2714]	3385.2	肉	8	U+814B
0814E	腎			肾		[]	[1073]	3386.1	肉	9	U+814E
08154	腔					[]	[2715]	3385.1	肉	8	U+8154
08165	腥					[]	[2970]	3389.1	肉	9	U+8165
08169	腩					[]	[5518]	3387.3	肉	9	U+8169
08174	腴					[]	[5231]	3387.1	肉	9	U+8174
08178	腸			肠		[]	[807]	3388.3	肉	9	U+8178
0817F	腿					[]	[2976]	3391.1	肉	10	U+817F
08182	膂					[]	[5788]	3392.3	肉	10	U+8182
0818B	膋					[]	[]	3393.1	肉	10	U+818B
081A9	膩			腻		[]	[2968]	3397.2	肉	12	U+81A9
081BB	膻					[]	[6273]	3398.2	肉	13	U+81BB
081C6	臆					[]	[6274]	3398.2	肉	13	U+81C6
081C9	臉			脸		[]	[2359]	3399.3	肉	13	U+81C9
081D8	臘			腊		[臈]	[2712]	3401.2	肉	15	U+81D8
081DF	臟			脏	臓	[]	[1998]	3403.1	肉	15	U+81DF
081E1	臡					[]	[]	3403.3	null	null	U+81E1
081E3	臣					[]	[380]	3403.1	臣	0	U+81E3
081E4	臤					[]	[]	null	臣	2	U+81E4
081E7	臧					[]	[5681]	3405.2	臣	8	U+81E7
081E8	臨			临		[]	[1471]	3406.2	臣	11	U+81E8
081F1	臱					[]	[]	null	null	null	U+81F1
081F3	至					[]	[410]	3416.1	至	0	U+81F3
081F4	致					[]	[1879]	3418.1	至	4	U+81F4
081FA	臺			台	台	[]	[342]	3419.2	口	2	U+81FA
081FC	臼					[]	[462]	3420.1	臼	0	U+81FC
081FE	臾					[]	[3955]	3421.1	臼	2	U+81FE
08205	舅					[]	[2957]	3423.2	臼	7	U+8205
0820A	舊			旧	旧	[]	[232]	3428.1	日	1	U+820A
0820D	舍				舎	[]	[1165]	3430.1	人	6	U+820D
08212	舒					[]	[2707]	3432.1	舌	6	U+8212
0821B	舛					[]	[3619]	3433.1	舛	0	U+821B
0821C	舜					[]	[5225]	3433.3	舛	6	U+821C
0821F	舟					[]	[484]	3435.1	舟	0	U+821F
08221	舡					[]	[]	3436.2	舟	3	U+8221
08233	舳					[]	[7203]	3438.2	舟	5	U+8233
08236	舶					[]	[2344]	3438.2	舟	5	U+8236
08237	舷					[]	[4918]	3438.1	舟	5	U+8237
08245	艅					[]	[7550]	3439.2	舟	7	U+8245
0824E	艎					[]	[7796]	3440.1	null	null	U+824E
08264	艤			舣		[]	[6861]	3440.3	舟	13	U+8264
08266	艦			舰		[]	[1978]	3440.3	舟	15	U+8266
0826A	艪		櫓	橹		[]	[6061]	3441.1	舟	15	U+826A
0826F	良					[]	[884]	3441.2	艮	1	U+826F
08272	色					[]	[509]	3444.1	色	0	U+8272
08278	艸		草			[]	[1408]	3447.1	艸	0	U+8278
0827D	艽					[]	[3530]	3448.2	艸	2	U+827D
08288	芈					[羋]	[6588]	3292.1	null	null	U+8288
0828A	芊					[]	[3578]	3451.1	艸	3	U+828A
0828E	芎					[]	[3583]	3451.3	艸	3	U+828E
08291	芑					[]	[3582]	3451.3	艸	3	U+8291
08292	芒					[]	[372]	3448.3	艸	3	U+8292
0829D	芝					[]	[374]	3449.3	艸	3	U+829D
0829F	芟					[]	[3674]	3464.3	艸	4	U+829F
082A1	芡					[]	[3673]	3463.3	艸	4	U+82A1
082A5	芥					[]	[667]	3456.1	艸	4	U+82A5
082A7	芧					[]	[]	3464.3	艸	4	U+82A7
082A8	芨					[]	[3581]	3464.3	艸	4	U+82A8
082A9	芩					[]	[3671]	3456.1	艸	4	U+82A9
082AE	芮					[]	[3666]	3455.3	艸	4	U+82AE
082B1	花					[]	[665]	3457.2	艸	4	U+82B1
082B4	芴					[]	[6574]	3453.3	艸	4	U+82B4
082B7	芷					[]	[3665]	3455.3	艸	4	U+82B7
082B8	芸					[]	[3661]	3454.2	艸	4	U+82B8
082D9	苙					[]	[]	3467.2	艸	5	U+82D9
082DC	苜					[]	[3859]	3474.3	艸	5	U+82DC
082DE	苞					[]	[1009]	3479.3	艸	5	U+82DE
082DF	苟					[]	[1007]	3479.1	艸	5	U+82DF
082E3	苣					[]	[3664]	3455.2	艸	5	U+82E3
082E6	苦					[]	[999]	3468.1	艸	5	U+82E6
082EF	苯					[]	[3855]	3470.3	null	null	U+82EF
08301	茁					[]	[1012]	3482.3	艸	5	U+8301
08317	茗					[]	[4125]	3498.2	艸	6	U+8317
08322	茢					[]	[]	3489.1	艸	6	U+8322
0832B	茫					[]	[1413]	3483.3	艸	6	U+832B
0832D	茭					[]	[4127]	3484.1	艸	6	U+832D
0832F	茯					[]	[4119]	3497.3	艸	6	U+832F
08331	茱					[]	[4116]	3497.2	艸	6	U+8331
08333	茳					[]	[6793]	3484.1	null	null	U+8333
08334	茴					[]	[4115]	3494.2	艸	6	U+8334
08336	茶					[]	[1411]	3494.3	艸	6	U+8336
08338	茸					[]	[1402]	3488.1	艸	6	U+8338
08339	茹					[]	[4136]	3499.3	艸	6	U+8339
0833A	茺					[]	[6790]	3484.3	艸	6	U+833A
08343	荃					[]	[4122]	3494.2	艸	6	U+8343
08345	荅					[]	[]	3497.1	艸	6	U+8345
08346	荆					[荊]	[1401]	3486.1	艸	6	U+8346
08347	荇					[]	[4121]	3498.2	艸	6	U+8347
08348	荈					[]	[]	3498.2	null	null	U+8348
08349	草					[]	[1408]	3489.3	艸	6	U+8349
0834D	荍		蕎	荞		[]	[4118]	3499.3	艸	6	U+834D
08350	荐					[]	[1405]	3489.1	艸	6	U+8350
08352	荒					[]	[1412]	3484.3	艸	6	U+8352
0837B	荻					[]	[4440]	3512.1	艸	7	U+837B
0837C	荼					[]	[4436]	3509.2	艸	7	U+837C
0837E	荾					[]	[]	3512.1	null	null	U+837E
08385	莅					[蒞]	[4435]	3510.3	艸	7	U+8385
0838A	莊			庄	荘	[]	[514]	3512.2	艸	6	U+838A
0838D	莍					[]	[]	3506.2	艸	7	U+838D
08392	莒					[]	[4113]	3509.1	艸	7	U+8392
08395	莕					[]	[]	3506.3	艸	6	U+8395
08399	莙					[]	[6956]	3512.1	null	null	U+8399
083A7	莧			苋		[]	[3667]	3509.1	艸	7	U+83A7
083A8	莨					[]	[4444]	3502.1	艸	7	U+83A8
083AA	莪					[]	[4431]	3510.1	艸	7	U+83AA
083C1	菁					[]	[4746]	3516.2	艸	8	U+83C1
083DF	菟					[𫟏]	[4759]	3523.3	艸	8	U+83DF
083EF	華			华		[]	[472]	3502.1	艸	7	U+83EF
083FE	菾					[]	[]	3516.2	null	null	U+83FE
08404	萄					[]	[2208]	3524.1	艸	8	U+8404
08407	萇			苌		[]	[3669]	3516.3	艸	8	U+8407
0840A	萊			莱		[]	[1822]	3518.3	艸	8	U+840A
08429	萩					[]	[7312]	3540.2	艸	9	U+8429
0842C	萬			万	万	[]	[35]	3533.1	一	2	U+842C
08438	萸					[]	[4755]	3523.1	艸	9	U+8438
0843D	落					[]	[2557]	3525.2	艸	9	U+843D
08446	葆					[]	[5087]	3541.3	艸	9	U+8446
08449	葉			叶		[]	[238]	3529.3	艸	9	U+8449
0844E	葎					[]	[7315]	3542.2	艸	9	U+844E
08457	著					[]	[2198]	3517.1	艸	8	U+8457
08459	葙					[]	[7304]	3531.3	艸	9	U+8459
0846B	葫					[]	[2545]	3531.2	艸	9	U+846B
0846C	葬					[]	[2548]	3532.1	艸	9	U+846C
08470	葰					[]	[7314]	3542.1	艸	9	U+8470
08473	葳					[]	[5083]	3532.1	艸	9	U+8473
08476	葶					[]	[5089]	3525.3	艸	9	U+8476
08494	蒔			莳		[]	[4429]	3556.1	艸	10	U+8494
08497	蒗					[]	[5389]	3545.2	艸	10	U+8497
0849F	蒟					[]	[5385]	3548.2	艸	10	U+849F
084A8	蒨					[]	[7485]	3559.2	null	null	U+84A8
084AF	蒯					[]	[5379]	3562.1	艸	10	U+84AF
084C6	蓆		席			[]	[2023]	3549.2	艸	10	U+84C6
084CF	蓏					[]	[7486]	3560.1	艸	10	U+84CF
084EE	蓮			莲		[]	[1823]	3554.2	艸	10	U+84EE
084FA	蓺					[]	[]	3565.3	艸	4	U+84FA
084FD	蓽			荜		[]	[4112]	3567.3	艸	11	U+84FD
084FF	蓿					[]	[5656]	3564.1	艸	11	U+84FF
08517	蔗					[]	[3072]	3564.2	艸	11	U+8517
0851A	蔚					[]	[3076]	3570.2	艸	11	U+851A
08523	蔣			蒋		[]	[2555]	3570.3	艸	11	U+8523
0852D	蔭			荫		[䕃]	[1420]	3571.2	艸	11	U+852D
0853B	蔻					[蔲]	[5655]	3564.1	艸	11	U+853B
08553	蕓			芸		[]	[3661]	3573.2	艸	12	U+8553
08556	蕖					[]	[5654]	3563.3	null	null	U+8556
08557	蕗					[]	[7842]	3584.3	艸	13	U+8557
08562	蕢			蒉		[]	[7310]	3575.1	艸	12	U+8562
08563	蕣					[]	[]	3575.1	艸	12	U+8563
08568	蕨					[]	[5875]	3574.2	艸	12	U+8568
08569	蕩			荡		[]	[1414]	3572.1	艸	12	U+8569
08573	蕳					[蕑]	[]	3575.1	艸	12	U+8573
08577	蕷			蓣		[]	[7491]	3587.3	艸	13	U+8577
0857B	蕻					[]	[6046]	3583.3	艸	13	U+857B
08585	薅					[]	[6055]	3590.3	null	null	U+8585
0858F	薏					[]	[6052]	3582.1	艸	13	U+858F
08591	薑			姜		[]	[1643]	3584.1	艸	13	U+8591
08594	薔			蔷		[]	[5644]	3583.3	艸	13	U+8594
0859F	薟			莶		[]	[6953]	3585.1	艸	13	U+859F
085AF	薯					[]	[3321]	3584.3	艸	14	U+85AF
085B3	薳					[]	[7838]	3583.3	null	null	U+85B3
085B6	薶					[]	[]	3595.2	土	7	U+85B6
085B9	薹					[]	[6205]	3592.2	艸	14	U+85B9
085CD	藍			蓝		[]	[2852]	3592.3	艸	15	U+85CD
085CF	藏				蔵	[]	[3392]	3594.1	艸	12	U+85CF
085DA	藚					[]	[0]	3598.3	艸	15	U+85DA
085DD	藝			艺	芸	[]	[86]	3598.3	艸	4	U+85DD
085E4	藤					[]	[3439]	3601.3	艸	15	U+85E4
085ED	藭			䓖		[]	[6955]	3598.1	艸	15	U+85ED
085F6	藶			苈		[]	[3663]	3604.1	艸	16	U+85F6
085F7	藷		薯			[]	[3321]	3598.1	艸	16	U+85F7
085FA	藺			蔺		[]	[5652]	3606.1	艸	16	U+85FA
08605	蘅					[]	[6373]	3606.3	艸	16	U+8605
08607	蘇			苏		[]	[677]	3607.1	艸	16	U+8607
0860C	蘌					[籞]	[]	3615.3	null	null	U+860C
0861E	蘞			蔹		[]	[7644]	3615.2	艸	17	U+861E
08624	蘤		花			[]	[665]	3615.2	艸	4	U+8624
08653	虓					[]	[7033]	3622.3	虍	4	U+8653
08654	虔					[]	[4491]	3622.2	虍	4	U+8654
0865E	虞					[]	[5430]	3628.3	虍	7	U+865E
0865F	號			号	号	[]	[243]	3627.2	口	2	U+865F
0866B	虫					[䖝]	[423]	3631.1	虫	0	U+866B
0866C	虬					[虯]	[3707]	3631.2	虫	2	U+866C
08679	虹					[]	[1497]	3632.3	虫	3	U+8679
0867B	虻					[䖟, 蝱]	[4212]	3655.1	虫	3	U+867B
0868A	蚊					[螡, 䘇]	[1901]	3634.1	虫	4	U+868A
0868B	蚋					[蜹]	[4510]	3636.1	虫	4	U+868B
08695	蚕					[]	[1777]	3635.1	虫	4	U+8695
08698	蚘		蛔			[]	[5147]	3635.3	虫	6	U+8698
0869B	蚛					[]	[]	3636.1	null	null	U+869B
086A9	蚩					[]	[4685]	3637.2	虫	4	U+86A9
086AA	蚪					[]	[1902]	3634.1	虫	4	U+86AA
086AF	蚯					[]	[2278]	3640.3	虫	5	U+86AF
086B0	蚰					[]	[4835]	3640.1	虫	5	U+86B0
086BF	蚿					[]	[]	3639.2	null	null	U+86BF
086C4	蛄					[]	[4832]	3639.3	虫	5	U+86C4
086D4	蛔					[蜖]	[5147]	3643.1	虫	6	U+86D4
086D5	蛕		蛔			[]	[5147]	3642.3	虫	6	U+86D5
086DB	蛛					[]	[2635]	3643.3	虫	6	U+86DB
086DF	蛟					[]	[5150]	3641.3	虫	6	U+86DF
086E3	蛣					[]	[]	3642.2	虫	6	U+86E3
086E4	蛤					[]	[2638]	3643.1	虫	6	U+86E4
086E9	蛩					[]	[5072]	3642.2	虫	6	U+86E9
086ED	蛭					[]	[5144]	3642.3	虫	6	U+86ED
086F8	蛸					[]	[5459]	3645.3	虫	7	U+86F8
086F9	蛹					[]	[5465]	3649.2	虫	7	U+86F9
086FE	蛾					[]	[2924]	3647.3	虫	7	U+86FE
08706	蜆			蚬		[]	[4511]	3645.3	虫	7	U+8706
08708	蜈					[]	[2922]	3646.1	虫	7	U+8708
08709	蜉					[]	[5462]	3647.2	虫	7	U+8709
0870B	蜋		螂			[]	[5713]	3644.3	虫	7	U+870B
0870D	蜍					[]	[5461]	3467.3	虫	7	U+870D
